"","MATINH","MAHUYEN","MAXA","MADIABAN","IDHO","KYDIEUTRA","store_method","harvest_combine","harvest_strawbaler","harvest_manual","harvest_other","timing","moisture","dry_method","n_app_drug","n_app_insect_fungi","n_insecticide","n_fungicide","n_app_fert","sum_fert","water_source","pipe","n_drydown","ws_method","ws_area_unit","ws_rate_ha","certified","rice_name","Province_name","Region","HOSO","DANTOCCHUHO","THUNHAP","TONGCHITIEU","M8_C1","dummy_1m","dummy_1r","dummy_1m1r","dummy_2r_fert","dummy_2r_n_app","dummy_1m2r","dummy_3r_n_app","dummy_3r_insect_1app","dummy_3r_fungi_2app","dummy_3r_stage","dummy_1m3r","dummy_4r","dummy_1m4r","dummy_5r","dummy_1m5r"
"8774",20,186,6385,2,6385002012,3,2,1,0,0,0,3,2,2,0,0,0,0,2,0,4,2,0,4,"Sao Bac Bo (360m2)",33.3333333333333,1,"bao thai","Tinh Lang Son","2_NMMA","12",7,129791,113715.5,2,1,1,1,1,0,0,1,1,1,NA,NA,0,0,0,0
"8775",20,186,6415,4,6415004014,3,2,1,0,0,0,3,2,2,2,1,0,1,2,38.33,4,2,1,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"Khang dân","Tinh Lang Son","2_NMMA","14",1,291264,364393.5,2,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8776",20,186,6415,4,6415004015,3,3,1,0,0,0,3,2,2,3,2,2,0,2,38.33,4,2,1,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"hòa phát","Tinh Lang Son","2_NMMA","15",1,307295,97598.5,2,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"8777",20,186,6415,4,6415004012,3,3,1,0,0,0,3,2,2,3,3,3,1,3,38.33,4,2,2,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"khang dân 18","Tinh Lang Son","2_NMMA","12",1,90624,NA,3,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"8778",20,186,6415,4,6415004010,3,2,1,0,0,0,3,2,2,3,2,1,1,2,25.56,4,2,1,4,"Sao Bac Bo (360m2)",41.6666666666667,1,"Khang dân","Tinh Lang Son","2_NMMA","10",1,60241,NA,2,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8779",20,186,6415,4,6415004009,3,2,1,0,0,0,3,2,2,3,2,1,1,2,25.56,4,2,1,4,"Sao Bac Bo (360m2)",22.2222222222222,1,"hòa phát","Tinh Lang Son","2_NMMA","9",1,67968,NA,2,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8780",20,186,6415,4,6415004007,3,3,1,0,0,0,3,2,2,0,0,0,0,1,0,4,2,0,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"không cấy","Tinh Lang Son","2_NMMA","7",1,42938,NA,2,1,1,1,1,0,0,1,1,1,NA,NA,0,0,0,0
"8781",20,186,6415,4,6415004011,3,2,1,0,0,0,3,2,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tinh Lang Son","2_NMMA","11",1,159515,NA,3,NA,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,0,NA
"8782",20,186,6415,4,6415004008,3,2,0,0,1,0,3,2,2,2,1,0,1,2,38.33,4,2,1,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"Hòa phát","Tinh Lang Son","2_NMMA","8",1,112536,NA,2,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8783",20,186,6415,4,6415004003,3,2,1,0,0,0,3,2,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tinh Lang Son","2_NMMA","3",1,153818,NA,3,NA,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,0,NA
"8784",20,186,6415,4,6415004001,3,3,1,0,0,0,3,2,2,3,3,3,1,3,38.33,4,2,0,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"khang dân 18","Tinh Lang Son","2_NMMA","1",1,130099,0,3,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"8785",20,186,6415,4,6415004013,3,2,1,0,0,0,3,2,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tinh Lang Son","2_NMMA","13",1,83196,56614,3,NA,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,0,NA
"8786",20,186,6415,4,6415004004,3,2,1,0,0,0,3,2,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tinh Lang Son","2_NMMA","4",1,78096,NA,3,NA,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,0,NA
"8787",20,186,6460,5,6460005004,3,2,1,0,0,0,3,2,2,3,2,0,2,2,63.89,4,2,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Khang dân","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8788",20,186,6460,5,6460005002,3,2,1,0,0,0,3,2,2,0,0,0,0,1,0,4,2,0,5,"Sao Bac Bo (360m2)",41.6666666666667,1,"Bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,NA,NA,0,0,0,0
"8789",20,186,6460,5,6460005001,3,2,0,0,1,0,3,2,2,3,2,1,1,2,63.89,4,2,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"khang dân","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8790",20,186,6460,5,6460005011,3,2,1,0,0,0,3,1,2,0,0,0,0,1,0,NA,NA,NA,4,"Sao Bac Bo (360m2)",27.7777777777778,1,"0","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,NA,NA,NA,NA,0,NA
"8791",20,186,6460,5,6460005006,3,2,0,0,1,0,3,2,2,3,2,0,2,2,25.56,4,2,1,5,"Sao Bac Bo (360m2)",41.6666666666667,1,"Bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8792",20,186,6460,5,6460005014,3,2,1,0,0,0,3,1,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,0,NA
"8793",20,189,6631,2,6631002008,3,3,1,0,0,0,2,1,2,1,1,1,0,1,213.01,5,NA,0,5,"Sao Bac Bo (360m2)",91.6666666666667,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,1,0,NA,0,0,1,0
"8794",20,189,6631,2,6631002009,3,2,0,0,1,0,3,2,3,2,2,2,0,2,0,4,2,0,5,"Sao Bac Bo (360m2)",138.888888888889,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"8795",20,189,6631,2,6631002004,3,2,0,0,1,0,3,1,2,3,3,3,0,2,11.11,5,NA,1,5,"Sao Bac Bo (360m2)",138.888888888889,2,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"8796",20,189,6631,2,6631002010,3,2,0,0,1,0,3,2,3,1,1,1,0,2,0,3,2,0,5,"Sao Bac Bo (360m2)",138.888888888889,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8797",20,189,6631,2,6631002006,3,2,0,0,1,0,3,1,2,2,2,2,0,2,6.67,4,2,1,5,"Sao Bac Bo (360m2)",138.888888888889,2,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"8798",20,189,6631,2,6631002003,3,2,0,0,1,0,3,1,2,3,2,2,0,2,36.67,5,NA,0,5,"Sao Bac Bo (360m2)",138.888888888889,2,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"8799",20,189,6631,2,6631002002,3,2,0,0,1,0,3,1,2,2,2,2,0,2,0,4,2,1,5,"Sao Bac Bo (360m2)",138.888888888889,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"8800",20,189,6631,2,6631002014,3,2,0,0,1,0,3,1,2,2,2,2,0,2,38.89,4,2,1,4,"Sao Bac Bo (360m2)",138.888888888889,2,"bai thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,0,NA,0,0,0,0
"8801",20,189,6631,2,6631002001,3,2,1,0,0,0,2,1,2,1,1,1,0,2,311.66,4,2,0,5,"Sao Bac Bo (360m2)",69.4444444444444,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,1,0,0,0,0,1,1,1,0,NA,0,0,1,0
"8802",20,189,6631,2,6631002011,3,2,1,0,0,0,2,1,2,2,2,2,0,1,127.78,5,NA,0,4,"Sao Bac Bo (360m2)",138.888888888889,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,NA,0,0,1,0
"8803",20,189,6631,2,6631002016,3,2,0,0,1,0,3,2,3,1,1,1,0,2,0,3,2,0,5,"Sao Bac Bo (360m2)",138.888888888889,99,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8804",20,189,6631,2,6631002005,3,2,0,0,1,0,3,1,2,1,1,1,0,1,372.22,5,NA,0,4,"Sao Bac Bo (360m2)",138.888888888889,3,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,NA,0,0,0,0
"8805",20,189,6631,2,6631002012,3,2,0,0,1,0,3,2,3,1,1,1,0,2,0,3,2,0,5,"Sao Bac Bo (360m2)",138.888888888889,99,"bao thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8806",20,189,6631,2,6631002007,3,2,0,0,1,0,3,1,2,3,2,2,0,2,44.44,4,2,1,5,"Sao Bac Bo (360m2)",138.888888888889,2,"bai thai","Tinh Lang Son","2_NMMA",NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,1,1,NA,0,0,0,0
"8807",22,193,6703,5,6703005010,3,3,1,0,0,0,3,2,2,1,1,1,0,3,33.33,4,2,0,1,"Sao Bac Bo (360m2)",55.5555555555556,2,"thiên ưu","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,1,1,0,NA,0,0,0,0
"8808",22,193,6703,5,6703005013,3,3,1,0,0,0,3,2,2,1,1,1,0,2,0,4,2,0,5,"Sao Bac Bo (360m2)",55.5555555555556,2,"hương thơm số 1","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8809",22,194,6748,4,6748004003,3,3,1,0,0,0,3,2,3,2,0,2,0,2,400,1,NA,1,1,"Sao Bac Bo (360m2)",1.38888888888889,2,"Khang dân","Tinh Quang Ninh","2_NMMA","3",1,148010,NA,3,0,1,0,0,0,0,1,0,1,0,NA,0,0,0,0
"8810",22,194,6748,4,6748004012,3,3,1,0,0,0,3,2,3,2,1,2,0,2,400,1,NA,1,1,"Sao Bac Bo (360m2)",1.38888888888889,2,"Khang dân","Tinh Quang Ninh","2_NMMA","12",1,93408,NA,3,0,1,0,0,0,0,1,0,1,0,NA,0,0,0,0
"8811",22,195,6799,2,6799002005,3,2,1,0,0,0,3,1,2,2,2,2,2,2,450,1,NA,0,1,"Sao Bac Bo (360m2)",8.33333333333333,1,"St25","Tinh Quang Ninh","2_NMMA","5",1,180337,130484,3,1,1,1,0,0,0,1,0,1,0,NA,0,0,0,0
"8812",22,195,6799,2,6799002001,3,2,1,0,0,0,2,2,2,2,1,1,0,1,0,5,NA,0,6,NA,27.2727272727273,1,"Bắc thơm 7","Tinh Quang Ninh","2_NMMA","1",1,318719,NA,3,1,1,1,1,0,0,1,1,1,0,NA,0,0,1,0
"8813",22,195,6799,2,6799002013,3,2,1,0,0,0,1,1,2,2,1,1,0,2,0,5,NA,0,6,"Sao Bac Bo (360m2)",138.888888888889,1,"giống lúa thuần","Tinh Quang Ninh","2_NMMA","13",1,222529,NA,3,1,0,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8814",22,195,6799,2,6799002014,3,2,1,0,0,0,2,2,2,1,1,1,0,1,0,5,NA,0,6,"Sao Bac Bo (360m2)",166.666666666667,1,"đài thơm 8","Tinh Quang Ninh","2_NMMA","14",1,228396,NA,3,1,0,0,1,0,0,1,1,1,0,NA,0,0,1,0
"8815",22,195,6799,2,6799002008,3,2,0,0,1,0,3,2,3,3,2,3,0,3,0,1,NA,0,1,"Sao Bac Bo (360m2)",40,1,"bc15","Tinh Quang Ninh","2_NMMA","8",1,45432,NA,3,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"8816",22,198,6838,11,6838011015,3,2,1,0,0,0,3,2,2,0,0,1,0,1,24.44,5,NA,0,1,"Sao Bac Bo (360m2)",77.7777777777778,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8817",22,198,6838,11,6838011004,3,2,1,0,0,0,3,2,2,0,0,0,0,1,33.33,5,NA,0,1,"Sao Bac Bo (360m2)",77.7777777777778,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8818",22,198,6838,11,6838011008,3,2,1,0,0,0,3,2,2,1,1,0,1,1,16.67,5,NA,0,1,"Sao Bac Bo (360m2)",27.7777777777778,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8819",22,198,6838,11,6838011010,3,2,1,0,0,0,2,2,2,1,1,1,0,1,25,5,NA,0,1,"Sao Bac Bo (360m2)",97.2222222222222,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,1,NA,0,0,1,0
"8820",22,198,6838,11,6838011011,3,2,1,0,0,0,3,2,2,0,0,0,0,1,16.67,5,NA,0,1,"Sao Bac Bo (360m2)",77.7777777777778,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8821",22,198,6838,11,6838011001,3,2,1,0,0,0,3,2,3,1,1,1,0,1,6.25,5,NA,1,1,"Sao Bac Bo (360m2)",83.3333333333333,2,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,0,NA,0,0,0,0
"8822",22,198,6838,11,6838011012,3,2,1,0,0,0,3,2,2,0,0,0,0,1,16.67,5,NA,0,1,"Sao Bac Bo (360m2)",83.3333333333333,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8823",22,198,6838,11,6838011014,3,2,1,0,0,0,3,2,2,0,0,0,0,1,16.67,5,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8824",22,198,6838,11,6838011005,3,2,1,0,0,0,2,2,2,0,0,0,0,1,20.83,5,NA,0,1,"Sao Bac Bo (360m2)",83.3333333333333,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,1,0
"8825",22,198,6838,11,6838011009,3,2,1,0,0,0,3,2,2,0,0,0,0,1,16.67,5,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8826",22,198,6838,11,6838011003,3,2,1,0,0,0,3,2,2,1,1,0,1,1,25,5,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,3,"Bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,1,NA,0,0,0,0
"8827",22,198,6838,11,6838011006,3,2,1,0,0,0,3,2,2,0,0,0,0,1,16.67,5,NA,0,1,"Sao Bac Bo (360m2)",97.2222222222222,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8828",22,198,6838,11,6838011013,3,2,1,0,0,0,3,2,2,0,0,0,0,1,25,5,NA,0,1,"Sao Bac Bo (360m2)",50,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8829",22,198,6838,11,6838011002,3,2,1,0,0,0,2,1,2,1,1,1,0,1,27.78,3,2,1,1,"Sao Bac Bo (360m2)",69.4444444444444,3,"chiêm","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,1,NA,0,0,1,0
"8830",22,198,6838,11,6838011007,3,2,1,0,0,0,3,2,2,0,0,0,0,1,8.33,5,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,3,"bao thai","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8831",22,201,6937,2,6937002012,3,3,1,0,0,0,2,1,2,3,3,3,2,4,75.56,1,NA,4,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân 18","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,1,0
"8832",22,201,6937,2,6937002009,3,2,1,0,0,0,2,1,2,4,4,4,4,4,66.66,1,NA,4,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân 18","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,NA,0,0,1,0
"8833",22,201,6937,2,6937002011,3,2,1,0,0,0,2,1,2,3,3,3,2,4,88.88,1,NA,4,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân 18","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,NA,0,0,1,0
"8834",22,201,6937,2,6937002014,3,2,1,0,0,0,2,1,2,4,4,4,2,4,84.44,1,NA,4,5,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân 18","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,0,NA,0,0,1,0
"8835",22,201,6937,2,6937002002,3,2,1,0,0,0,2,1,2,4,3,3,3,5,96,1,NA,4,4,"Sao Bac Bo (360m2)",55.5555555555556,2,"ND502","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,0,1,0,1,1,0,1,0,0,0,NA,0,0,1,0
"8836",22,201,6937,2,6937002006,3,2,1,0,0,0,2,1,2,3,3,3,3,3,66.66,1,NA,2,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"khang dân","Tinh Quang Ninh","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,0,0,0,NA,0,0,1,0
"8837",24,213,7222,8,7222008006,3,2,1,0,0,0,1,2,2,5,3,3,0,3,0,1,NA,5,1,"Sao Bac Bo (360m2)",250,1,"TBR 225","Tinh Bac Giang","2_NMMA","6",1,134306,NA,3,1,0,0,1,1,0,1,0,1,0,NA,1,NA,0,NA
"8838",24,213,7222,8,7222008012,3,3,1,0,0,0,2,2,2,3,1,1,1,1,0,1,NA,0,1,"Sao Bac Bo (360m2)",55.5555555555556,1,"TBR 225","Tinh Bac Giang","2_NMMA","12",1,143952,99673.5,3,1,1,1,1,0,0,1,1,1,0,NA,0,0,1,0
"8839",24,213,7222,8,7222008001,3,3,1,0,0,0,3,1,2,2,2,2,0,2,383.34,1,NA,0,4,"Sao Bac Bo (360m2)",27.7777777777778,2,"ADI 18","Tinh Bac Giang","2_NMMA","1",1,345961,NA,3,0,1,0,0,0,0,1,0,1,0,NA,0,0,0,0
"8840",24,213,7222,8,7222008010,3,2,1,0,0,0,1,2,2,2,1,1,1,1,0,1,NA,3,1,"Sao Bac Bo (360m2)",55.5555555555556,99,"lúa TBR 225","Tinh Bac Giang","2_NMMA","10",1,322561,NA,3,0,1,0,1,0,0,1,1,1,0,NA,1,NA,0,NA
"8841",24,213,7222,8,7222008004,3,3,1,0,0,0,3,1,2,2,2,2,0,2,166.66,1,NA,0,4,"Sao Bac Bo (360m2)",27.7777777777778,2,"ADI 18","Tinh Bac Giang","2_NMMA","4",1,350220,NA,3,0,1,0,0,0,0,1,0,1,0,NA,0,0,0,0
"8842",24,213,7222,8,7222008014,3,3,0,0,1,0,2,2,2,0,0,0,0,1,0,4,2,0,5,"Sao Bac Bo (360m2)",27.7777777777778,2,"TBR225","Tinh Bac Giang","2_NMMA","14",1,191456,NA,3,0,1,0,1,0,0,1,1,1,NA,NA,0,0,0,0
"8843",24,215,7264,9,7264009002,3,3,1,0,0,0,3,1,2,3,3,3,2,3,122.22,1,NA,1,5,"Sao Bac Bo (360m2)",10.5555555555556,1,"CR203","Tinh Bac Giang","2_NMMA","2",7,167904,NA,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"8844",24,215,7264,9,7264009014,3,3,1,0,0,0,3,1,2,3,3,1,2,3,102.22,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","14",1,170495,118386.5,3,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"8845",24,215,7264,9,7264009011,3,3,1,0,0,0,3,1,2,3,3,2,3,3,120.55,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","11",7,403198,0,3,1,1,1,0,1,0,1,0,0,0,NA,0,0,0,0
"8846",24,215,7264,9,7264009012,3,3,1,0,0,0,3,1,2,3,3,2,2,3,123.33,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","12",1,141359,NA,3,1,1,1,0,1,0,1,0,1,0,NA,0,0,0,0
"8847",24,215,7264,9,7264009008,3,3,1,0,0,0,3,1,2,3,3,1,2,3,80.55,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","8",7,105191,NA,3,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0
"8848",24,215,7264,9,7264009007,3,3,1,0,0,0,3,1,2,3,3,1,3,3,120.55,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","7",1,236461,NA,3,1,1,1,0,1,0,1,1,0,0,NA,0,0,0,0
"8849",24,215,7264,9,7264009005,3,2,1,0,0,0,3,1,2,3,3,1,3,3,118.89,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"Khang dân","Tinh Bac Giang","2_NMMA","5",7,192780,NA,3,1,1,1,0,1,0,1,1,0,0,NA,0,0,0,0
"8850",24,215,7264,9,7264009013,3,3,1,0,0,0,3,1,2,3,3,1,3,3,118.89,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","13",1,251607,124056.5,3,1,1,1,0,1,0,1,1,0,0,NA,0,0,0,0
"8851",24,215,7264,9,7264009004,3,3,1,0,0,0,3,1,2,3,3,1,3,3,115,1,NA,1,5,"Sao Bac Bo (360m2)",22.2222222222222,1,"CR203","Tinh Bac Giang","2_NMMA","4",1,204360,NA,3,1,1,1,0,1,0,1,1,0,0,NA,0,0,0,0
"8852",24,215,7264,9,7264009003,3,3,1,0,0,0,3,1,2,4,3,2,2,3,79.45,1,NA,1,5,"Sao Bac Bo (360m2)",22.2222222222222,1,"CR203","Tinh Bac Giang","2_NMMA","3",1,227819,NA,3,1,1,1,1,1,1,1,0,1,0,NA,0,0,0,0
"8853",24,215,7264,9,7264009010,3,3,1,0,0,0,3,1,2,3,3,1,2,3,126.66,1,NA,1,5,"Sao Bac Bo (360m2)",27.7777777777778,1,"CR203","Tinh Bac Giang","2_NMMA","10",1,203255,NA,3,1,1,1,0,1,0,1,1,1,0,NA,0,0,0,0
"8854",24,216,7327,8,7327008009,3,3,1,0,0,0,3,1,2,2,2,0,2,2,95.56,1,NA,0,1,"Sao Bac Bo (360m2)",44.4444444444444,1,"khang dân 18","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8855",24,216,7327,8,7327008001,3,3,1,0,0,0,3,1,2,2,2,0,2,2,38.89,1,NA,0,1,"Sao Bac Bo (360m2)",38.8888888888889,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8856",24,216,7327,8,7327008013,3,2,1,0,0,0,3,1,2,2,2,0,2,2,44.44,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8857",24,216,7327,8,7327008010,3,3,1,0,0,0,3,1,2,2,2,0,2,2,118.89,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,1,0,NA,0,0,0,0
"8858",24,216,7327,8,7327008004,3,3,0,1,0,0,3,1,2,2,2,1,1,3,77.77,1,NA,0,1,"Sao Bac Bo (360m2)",38.8888888888889,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,0,0,0,0
"8859",24,216,7327,8,7327008012,3,3,1,0,0,0,3,1,2,2,2,0,2,2,38.89,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,NA,0,0,0,0
"8860",24,216,7327,8,7327008003,3,2,1,0,0,0,3,1,2,2,2,2,0,2,44.44,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"Khang dân 18","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"8861",24,216,7327,8,7327008005,3,2,1,0,0,0,3,1,2,2,2,2,0,2,38.89,1,NA,0,1,"Sao Bac Bo (360m2)",41.6666666666667,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
"8862",24,216,7327,8,7327008007,3,3,1,0,0,0,3,1,2,2,2,2,0,2,44.44,1,NA,0,1,"Sao Bac Bo (360m2)",44.4444444444444,1,"TBR225","Tinh Bac Giang","2_NMMA",NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,NA,0,0,0,0
