"","Province_ID","SubmissionDate","start","end","today","deviceid","Enumerator_ID","District_name","Commune_name","Hatchery_ID","I_Q3","I_Q4","I_Q4o","Start.PlotRoster","numplots","plot_roster_count","plotnum_1","R_Q1_1","R_Q2_1","R_Q2o_1","R_Q3_1","R_Q3_0_1","R_Q301_1","R_Q3a_1","District_name_source_1","Commune_name_source_1","R_Q4_1","R_Q4a_1","R_Q5_1","R_Q6_1","R_Q7_1","R_Q8_1","R_Q8a_1","R_Q8b_1","R_Q8c_1","R_Q9_1","R_Q10_1","plotnum_2","R_Q1_2","R_Q2_2","R_Q2o_2","R_Q3_2","R_Q3_0_2","R_Q301_2","R_Q3a_2","District_name_source_2","Commune_name_source_2","R_Q4_2","R_Q4a_2","R_Q5_2","R_Q6_2","R_Q7_2","R_Q8_2","R_Q8a_2","R_Q8b_2","R_Q8c_2","R_Q9_2","R_Q10_2","plotnum_3","R_Q1_3","R_Q2_3","R_Q2o_3","R_Q3_3","R_Q3_0_3","R_Q301_3","R_Q3a_3","District_name_source_3","Commune_name_source_3","R_Q4_3","R_Q4a_3","R_Q5_3","R_Q6_3","R_Q7_3","R_Q8_3","R_Q8a_3","R_Q8b_3","R_Q8c_3","R_Q9_3","R_Q10_3","R_Q11","R_Q12","R_Q11b","R_Q11c","R_Q11c_option_1","R_Q11c_option_2","R_Q11c_option_3","R_Q11c_option_4","R_Q11c_option_5","R_Q11c_option_6","R_Q11c_option_7","R_Q11c1","End.PlotRoster","Sampling_roster_count","Samplenum_1","Strain_name_1","S_Q0b_1","S_Q1.Latitude_1","S_Q1.Longitude_1","S_Q1.Altitude_1","S_Q1.Accuracy_1","S_Q2_1","Ponds_1","Sample_count_1","S_Q10_1_1","S_Q10b_1_1","S_Q10_1_2","S_Q10b_1_2","S_Q10_1_3","S_Q10b_1_3","Samplenum_2","Strain_name_2","S_Q0b_2","S_Q1.Latitude_2","S_Q1.Longitude_2","S_Q1.Altitude_2","S_Q1.Accuracy_2","S_Q2_2","Ponds_2","Sample_count_2","S_Q10_2_1","S_Q10b_2_1","S_Q10_2_2","S_Q10b_2_2","S_Q10_2_3","S_Q10b_2_3","Samplenum_3","Strain_name_3","S_Q0b_3","S_Q1.Latitude_3","S_Q1.Longitude_3","S_Q1.Altitude_3","S_Q1.Accuracy_3","S_Q2_3","Ponds_3","Sample_count_3","S_Q10_3_1","S_Q10b_3_1","S_Q10_3_2","S_Q10b_3_2","S_Q10_3_3","S_Q10b_3_3","nb_samples","End.Sampling_roster","Dur.Roster","Dur.Sampling","signature","End_Comments","X__version__","instanceID","formdef_version","KEY","X","S1_ID","S1_assign","S2_ID","S2_assign","S3_ID","S3_assign","S4_ID","S4_assign","S5_ID","S5_assign","S6_ID","S6_assign","S7_ID","S7_assign","S8_ID","S8_assign","S9_ID","S9_assign","total_samples","Str1_similar","Str2_similar","Str3_similar","Str1_dominant","Str2_dominant","Str3_dominant","Strain_present_1_sample","Strain_present_1_pond","Province_name","Region","CSMAP","R_Q8_rec","GIFT_for_sale","Origin_fin"
"39",31,"12/15/2023 15:18","12/15/2023 15:06","12/15/2023 15:18","15-Dec-23","3.57625E+14",1,"313","11668",151201,"Chủ cơ sở","option_4","","3:11:24 PM",1,1,1,"Đơn tính","option_5","","Trại cá Trung Quốc","option_2",NA,"","","","option_1","option_2","option_2","","option_2",50,"option_3","option_1",50,1000,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","3:12:29 PM",1,1,"Đơn tính",2,20.7824993,106.6154339,-19.7,8,"4","2 cơ sở (2:1)",3,"Q5-1408","","Q5-1069","","Q5-1326","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"3:14:37 PM",1,2,"https://vhlss23test.surveycto.com/view/submission-attachment/1702628105242.jpg?uuid=uuid%3Ac8b32d8c-23a7-4867-bd04-5223b40f29d9","Cơ sở nhập cá giống từ Trung Quốc","vPLgT4JJBcbPzUGUssuxcS","uuid:c8b32d8c-23a7-4867-bd04-5223b40f29d9",2306161529,"uuid:c8b32d8c-23a7-4867-bd04-5223b40f29d9",84,"Q5-1408","RIA1","Q5-1069","RIA1","Q5-1326","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Thanh pho Hai Phong","1_RRD",1,5e+05,FALSE,FALSE
"40",33,"3/31/2023 16:00","3/30/2023 11:39","3/30/2023 12:08","30-Mar-23","C3CD8978-2DF3-45CC-8CED-A307888A4339",1,"","",1,"Giám đốc htx","option_2","","11:42:00 AM",1,1,1,"Rô Na uy ( genloma)","option_3","","Công ty thhh gennomar gennetics viet nam","",NA,"Tây ninh","","","option_1","","option_2","","option_2",6000,"","5600",0,3,1.5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","","",NA,NA,NA,NA,NA,NA,NA,"","11:52:00 AM",1,1,"Rô Na uy ( genloma)",20,20.74014474,106.131309,17.3,350.7,"option_1","chọn 3 ao ngẫu nhiên và bắt mỗi ao 1 con",3,"Q1-254","","Q1-296","","Q1-252","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"12:08:00 PM",9,16,"https://vhlss23test.surveycto.com/view/submission-attachment/1680151263425.jpg?uuid=uuid%3A93d43de2-d0f4-47fd-9e94-b1600098d827","","vPLgT4JJBcbPzUGUssuxcS","uuid:93d43de2-d0f4-47fd-9e94-b1600098d827",2303292135,"uuid:93d43de2-d0f4-47fd-9e94-b1600098d827",1,"Q1-254","GENOGain","Q1-296","GENOGain","Q1-252","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,FALSE,FALSE,"None",NA,NA,"GIFT-derived","Other","Tinh Hung Yen","1_RRD",1,6000,FALSE,FALSE
"41",33,"3/31/2023 16:00","3/30/2023 14:04","3/31/2023 14:52","30-Mar-23","C3CD8978-2DF3-45CC-8CED-A307888A4339",1,"","",1,"Giám đốc HtX","option_2","","12:07:00 PM",1,1,1,"Bảo Lộc","option_3","","Công ty Tnhh giong Hai Ha","",NA,"31","","","option_1","","option_2","","option_99",40000,"","40000",0,5,1.2,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","","",NA,NA,NA,NA,NA,NA,NA,"","12:13:00 PM",1,1,"Bảo Lộc",1,20.74658468,106.1937287,29.1,48,"option_4","bắt cá tại 3 điểm khác nhau trong ao",3,"Q1-297","","Q1-378","","Q1-370","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"12:52:00 PM",5,38,"https://vhlss23test.surveycto.com/view/submission-attachment/1680160005072.jpg?uuid=uuid%3Aa40b7261-8fc3-491f-8823-717118d60efa","","vPLgT4JJBcbPzUGUssuxcS","uuid:a40b7261-8fc3-491f-8823-717118d60efa",2303292135,"uuid:a40b7261-8fc3-491f-8823-717118d60efa",36,"Q1-297","RIA1","Q1-378","RIA1","Q1-370","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Hung Yen","1_RRD",1,40000,FALSE,FALSE
"42",40,"4/24/2023 22:18","4/23/2023 16:01","4/23/2023 19:56","23-Apr-23","668fa2006a285b94",1,"Quynh luu","Quynh van",23042023,"Quan ly","option_4","","4:05:15 PM",2,2,1,"Duong nghiep","option_5","","Ko ro","",NA,"","Ko ro","Ko ro","option_1","option_1","option_2","","option_99",50,"option_3","option_1",20,1200,4,2,"Bao loc","option_5","","Ko ro","",NA,NA,"Ko ro","Ko ro","option_1","option_1","option_2","","option_99",50,"option_3","option_1",20,1200,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_2 option_7",0,1,0,0,0,0,1,"Mo hinh, vi sinh","4:14:38 PM",2,1,"Duong nghiep",7,19.1919358,105.6804698,-19,4.3,"3","3 cơ sở ngẫu nhiên (1:1:1",3,"","","","","","",2,"Bao loc",7,19.1913599,105.6802924,-19,3.3,25,"3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-127","","Q1-367","","Q1-058",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"4:49:31 PM",9,34,"","Giong duong nghiep hien nay ko nuoi vi moi dot chi nuoi 1 dong","vPLgT4JJBcbPzUGUssuxcS","uuid:2cd1854b-45cb-4aa4-80d7-19777474b451",2304211647,"uuid:2cd1854b-45cb-4aa4-80d7-19777474b451",69,NA,NA,NA,NA,NA,NA,NA,NA,"Q1-367","RIA1","Q1-058","RIA1",NA,NA,NA,NA,NA,NA,2,FALSE,TRUE,FALSE,NA,"None",NA,"GIFT-derived","Other","Tinh Nghe An","3_NCCCA",1,5e+05,FALSE,FALSE
"43",40,"10/5/2023 7:14","10/4/2023 16:18","10/4/2023 16:39","4-Oct-23","056cac11318aed22",3,"427","17683",41003,"Chủ trại cá","option_4","","4:20:05 PM",1,1,1,"Bảo lộc","option_3","","Trại ở Hải Phòng","option_2",NA,"31","","","option_1","option_1","option_1","option_3","option_2",3,"option_3","option_1",100,1500,6,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","4:23:32 PM",1,1,"Bảo lộc",1,18.9008802,105.3515022,1.9,4.8,"4","1 cơ sở",3,"Q6-1603","","Q6-1754","","Q6-1577","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"4:38:20 PM",3,14,"https://vhlss23test.surveycto.com/view/submission-attachment/1696412312169.jpg?uuid=uuid%3A25cfc5a6-32fc-424e-bc36-e74b48b01914","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:25cfc5a6-32fc-424e-bc36-e74b48b01914",2306161529,"uuid:25cfc5a6-32fc-424e-bc36-e74b48b01914",82,"Q6-1603","RIA1","Q6-1754","RIA1","Q6-1577","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,30000,FALSE,FALSE
"44",40,"4/25/2023 21:24","4/25/2023 10:33","4/25/2023 15:01","25-Apr-23","668fa2006a285b94",1,"Anh son","Long Sơn",25042023,"Giam doc","option_4","","10:35:53 AM",1,1,1,"Thai Lan","option_4","","Htx hai phong","option_1",387166869,"31","Tien lang","Ko ro","option_1","option_1","option_2","","option_99",2,"option_3","option_1",10,2000,7,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_99","",NA,NA,NA,NA,NA,NA,NA,"","10:59:06 AM",1,1,"Thai Lan",4,18.9260142,105.1182553,32.6,4.6,"7","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-293","","Q1-108","","Q1-137",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"11:01:30 AM",23,2,"https://vhlss23test.surveycto.com/view/submission-attachment/1682395283139.jpg?uuid=uuid%3A9669b5a3-96ae-4809-899c-d73d021dd49c","","vPLgT4JJBcbPzUGUssuxcS","uuid:9669b5a3-96ae-4809-899c-d73d021dd49c",2304241104,"uuid:9669b5a3-96ae-4809-899c-d73d021dd49c",73,"Q1-293","RIA1","Q1-108","RIA1","Q1-137","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,20000,FALSE,FALSE
"45",40,"4/25/2023 21:24","4/25/2023 12:53","4/25/2023 15:02","25-Apr-23","668fa2006a285b94",1,"""đô lương""","""thịnh sơn""",25042023,"Giám đốc","option_4","","12:56:06 PM",1,1,1,"Bao loc","option_4","","Cty hai ha hai phong","option_2",NA,"31","Ko ro","Ko ro","option_2","","","","option_2",400,"option_3","option_1",100,800,5,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","1:05:21 PM",1,1,"Bao loc",30,18.8930438,105.339557,68.1,3.6,"7","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-057","","Q1-072","","Q1-026",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"1:25:35 PM",9,20,"https://vhlss23test.surveycto.com/view/submission-attachment/1682403920677.jpg?uuid=uuid%3Acef2e272-7649-4989-a0c1-9567f45b8d7a","","vPLgT4JJBcbPzUGUssuxcS","uuid:cef2e272-7649-4989-a0c1-9567f45b8d7a",2304241104,"uuid:cef2e272-7649-4989-a0c1-9567f45b8d7a",63,"Q1-057","RIA1","Q1-072","RIA1","Q1-026","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,4e+06,FALSE,FALSE
"46",40,"4/26/2023 19:06","4/26/2023 13:33","4/26/2023 18:34","26-Apr-23","668fa2006a285b94",1,"Nghĩa dan","Nghĩa đức",26042023,"Quan ly bo phan","option_1","","1:37:25 PM",1,1,1,"Duong nghiep","option_6","Trung tâm giống thủy sản nghệ An","TT giống nghệ An","option_1",986183656,"40","Diễn Châu","Diễn yên","option_1","option_1","option_2","","option_99",10,"option_3","option_1",5,1000,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_1","Rophi cá của quỹ gen","option_2","",NA,NA,NA,NA,NA,NA,NA,"","1:46:58 PM",1,1,"Duong nghiep",17,19.228013,105.3506934,38.5,3.9,"5","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-591","","Q1-699","","Q1-646",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"2:05:42 PM",9,18,"https://vhlss23test.surveycto.com/view/submission-attachment/1682493842682.jpg?uuid=uuid%3A1cb94e67-0fef-4581-9bd7-ff949333cc93","Chỉ có một ao là cá giống","vPLgT4JJBcbPzUGUssuxcS","uuid:1cb94e67-0fef-4581-9bd7-ff949333cc93",2304241104,"uuid:1cb94e67-0fef-4581-9bd7-ff949333cc93",71,"Q1-591","RIA1","Q1-699","RIA1","Q1-646","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,1e+05,FALSE,TRUE
"47",40,"4/25/2023 21:24","4/25/2023 16:22","4/25/2023 17:26","25-Apr-23","668fa2006a285b94",1,"Dien chau","Dien yen",25042023,"Chu trai","option_4","","4:25:47 PM",2,2,1,"Bao loc","option_4","","Vien 1 bà van","option_1",912092538,"31","An lao","Ko ro","option_1","option_1","option_2","","option_2",35,"option_3","option_1",33,750,1,2,"Genomar","option_4","","Ko ro","option_1",915901556,72,"Ko ro","Ko ro","option_1","option_1","option_2","","option_2",12,"option_3","option_1",50,750,1,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","4:34:49 PM",2,1,"Bao loc",7,19.068285,105.58247,7.3,4.5,"36","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-069","","Q1-100","","Q1-294",2,"Genomar",7,19.068364,105.581954,0.8,4.6,5,"3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-150","","Q1-142","","Q1-172",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"5:25:07 PM",9,50,"https://vhlss23test.surveycto.com/view/submission-attachment/1682418319912.jpg?uuid=uuid%3A24354c01-23eb-4948-9318-87ac558de807","Dong 2 lay đc 25 ngay","vPLgT4JJBcbPzUGUssuxcS","uuid:24354c01-23eb-4948-9318-87ac558de807",2304241104,"uuid:24354c01-23eb-4948-9318-87ac558de807",75,"Q1-069","RIA1","Q1-100","RIA1","Q1-294","RIA1","Q1-150","GENOGain","Q1-142","GENOGain","Q1-172","GENOGain",NA,NA,NA,NA,NA,NA,6,TRUE,TRUE,FALSE,"RIA1","GENOGain",NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,350000,FALSE,FALSE
"48",40,"4/24/2023 22:18","4/24/2023 18:05","4/24/2023 18:37","24-Apr-23","668fa2006a285b94",1,"Yen thanh","Lien thanh",24042023,"Chu trang trai","option_4","","6:07:50 PM",1,1,1,"Duong nghiep","option_4","","Hai phong","",NA,"72","Nguyen minh","Tien minh tien lang","option_1","option_1","option_2","","option_99",1,"option_3","option_2",0,1000,2,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_2 option_4",0,1,0,1,0,0,0,"","6:14:36 PM",1,1,"Duong nghiep",1,18.9279177,105.4406142,13.7,4.1,"26","1 cơ sở",3,"","Q1-151","","Q1-065","","Q1-017",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"6:36:37 PM",6,22,"https://vhlss23test.surveycto.com/view/submission-attachment/1682336215286.jpg?uuid=uuid%3A902554a5-69c1-4f35-8122-08040e31ff55","","vPLgT4JJBcbPzUGUssuxcS","uuid:902554a5-69c1-4f35-8122-08040e31ff55",2304211647,"uuid:902554a5-69c1-4f35-8122-08040e31ff55",15,"Q1-151","RIA1","Q1-065","RIA1","Q1-017","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,10000,FALSE,FALSE
"49",40,"10/5/2023 7:14","10/4/2023 7:44","10/4/2023 10:24","4-Oct-23","056cac11318aed22",3,"425","17401",41001,"Trại trưởng","option_1","","7:48:27 AM",1,1,1,"Bảo lộc","option_4","","Công ty tnhh phương anh","option_2",NA,"22","194","","option_1","option_1","option_1","option_3","option_99",1500000,"option_1","option_1",30,1000,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","7:52:05 AM",1,1,"Bảo lộc",1,19.0827326,105.5857442,-10,4.9,"2","1 cơ sở",3,"Q5-1188","","Q6-1730","","Q5-1360","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"10:23:52 AM",3,151,"https://vhlss23test.surveycto.com/view/submission-attachment/1696389841947.jpg?uuid=uuid%3A3fbf8f4b-e27b-4c73-85dc-3e8ec940e14d","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:3fbf8f4b-e27b-4c73-85dc-3e8ec940e14d",2306161529,"uuid:3fbf8f4b-e27b-4c73-85dc-3e8ec940e14d",42,"Q5-1188","RIA1",NA,NA,"Q5-1360","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,1500000,FALSE,FALSE
"50",40,"10/5/2023 7:14","10/4/2023 11:05","10/4/2023 11:33","4-Oct-23","056cac11318aed22",3,"425","17401",41002,"Trại trưởng cá","option_1","","11:08:27 AM",1,1,1,"Đường nghiệp","option_3","","Trại cá trung tâm thủy sản Nghệ An","option_1",986183656,"40","425","17401","option_1","option_2","option_2","","option_2",15,"option_3","option_2",0,1000,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","11:13:21 AM",1,1,"Đường nghiệp",1,19.0939963,105.5792681,-10.8,4.5,"2","1 cơ sở",3,"Q5-1402","","Q6-1719","","Q6-1573","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"11:32:59 AM",4,19,"https://vhlss23test.surveycto.com/view/submission-attachment/1696393987201.jpg?uuid=uuid%3Acefe4ebb-ad38-43d6-b7fa-0922c2b05120","Tốt","vPLgT4JJBcbPzUGUssuxcS","uuid:cefe4ebb-ad38-43d6-b7fa-0922c2b05120",2306161529,"uuid:cefe4ebb-ad38-43d6-b7fa-0922c2b05120",68,"Q5-1402","RIA1","Q6-1719","RIA1","Q6-1573","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Nghe An","3_NCCCA",1,150000,FALSE,TRUE
"51",42,"7/6/2023 20:03","7/6/2023 9:28","7/6/2023 9:37","6-Jul-23","E4881F81-7CE5-4A9C-BD11-E9E9E0116051",3,"443","18406",60701,"Giám đốc","option_4","","9:30:00 AM",1,1,1,"Bảo lộc","option_6","Lấy qua thương lái trung gian","Tên thương lái Phạm Trường","option_1",962734709,"31","316","","option_1","option_1","option_2","","option_2",5,"option_3","option_1",50,1500,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","9:35:00 AM",1,1,"Bảo lộc",1,18.42932681,105.7974744,3.4,8,"5","1 cơ sở",3,"Q2-860","","Q2-550","","Q2-782","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"9:37:00 AM",5,1,"https://vhlss23test.surveycto.com/view/submission-attachment/1688611060988.jpg?uuid=uuid%3A13e36cc1-53ec-4100-8777-a0c4939fedad","","vPLgT4JJBcbPzUGUssuxcS","uuid:13e36cc1-53ec-4100-8777-a0c4939fedad",2306161529,"uuid:13e36cc1-53ec-4100-8777-a0c4939fedad",76,"Q2-860","RIA1","Q2-550","RIA1","Q2-782","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Ha Tinh","3_NCCCA",1,50000,FALSE,FALSE
"52",42,"7/6/2023 20:03","7/6/2023 19:41","7/6/2023 20:03","6-Jul-23","E4881F81-7CE5-4A9C-BD11-E9E9E0116051",3,"440","18283",60702,"Trại trưởng","option_1","","7:43:00 PM",1,1,1,"Đường nghiệp","option_3","","Trung tâm khoa học kỹ thuật sản xuất giống thuỷ sản quảng ninh","option_1",2033873580,"31","205","","option_1","option_5","option_2","","option_99",50,"option_3","option_1",30,1200,3,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_2","",NA,NA,NA,NA,NA,NA,NA,"","7:54:00 PM",1,1,"Đường nghiệp",1,18.50539779,105.6256061,10.8,35,"3","1 cơ sở",3,"","Q2-981","","Q2-649","","0",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",3,"7:56:00 PM",11,2,"https://vhlss23test.surveycto.com/view/submission-attachment/1688648242395.jpg?uuid=uuid%3A813f688a-a4d6-4a44-afc7-5cf1186621c5","Anh chị lưu ý vì là trại cá giống hiện tại đã xuất hết cá nên trong trại ao chỉ còn xót lại ít cá chưa xác định được có chuẩn dòng cá  đường nghiệp hay không , và vì hết cá nên chỉ có lấy được 2 mẫu xét nghiệm , mẫu thứ 3 không có bỏ trống . Và  vị trí là 18độ30'26.2""N và 105độ36'34.6""E . Và ID TRẠI cá ghi theo ngày ạ","vPLgT4JJBcbPzUGUssuxcS","uuid:813f688a-a4d6-4a44-afc7-5cf1186621c5",2306161529,"uuid:813f688a-a4d6-4a44-afc7-5cf1186621c5",87,"Q2-981","RIA1","Q2-649","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Ha Tinh","3_NCCCA",1,5e+05,FALSE,FALSE
"53",42,"4/25/2023 21:24","4/25/2023 9:07","4/25/2023 14:58","25-Apr-23","668fa2006a285b94",1,"Anh son","""Long Sơn""",25042023,"Chu trai","option_2","","9:12:14 AM",2,2,1,"Duong nghiep","option_4","","Hai phong","option_1",9e+08,"31","Ko ro","Ko ro","option_1","option_1","option_2","","option_99",25,"option_3","option_1",99,1200,4,2,"Bao loc","option_4","","Hai phong","option_1",965811235,31,"Ko ro","Ko ro","option_1","option_1","option_2","","option_2",25,"option_3","option_1",99,1200,4,NA,"","","","","",NA,NA,"","","","","","","",NA,"","",NA,NA,NA,"option_2","","option_1","option_7",0,0,0,0,0,0,1,"Ho trợ đầu ra","9:27:51 AM",2,1,"Duong nghiep",19,18.9150048,105.1157888,25.1,4.8,"25","3 cơ sở ngẫu nhiên (1:1:1",3,"","Q1-428","","Q1-158","","Q1-366",2,"Bao loc",2,18.9151187,105.1157558,23.7,3.9,2,"2 cơ sở (2:1)",3,"","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"","","","","","",6,"9:57:14 AM",15,29,"https://vhlss23test.surveycto.com/view/submission-attachment/1682391482278.jpg?uuid=uuid%3A19dedb9c-dae0-41f1-9c75-4303b1dab683","Bao loc nho ko lấy dc mau","vPLgT4JJBcbPzUGUssuxcS","uuid:19dedb9c-dae0-41f1-9c75-4303b1dab683",2304241104,"uuid:19dedb9c-dae0-41f1-9c75-4303b1dab683",14,"Q1-428","RIA1","Q1-158","RIA1","Q1-366","RIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TRUE,FALSE,FALSE,"RIA1",NA,NA,"GIFT-derived","GIFT-derived","Tinh Ha Tinh","3_NCCCA",1,250000,FALSE,FALSE
