"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","Province_name","ws_method","ws_area_unit","ws_rate","seed_rate_duration","pre_area_unit","pre_rate","certified","rice_name","KYDIEUTRA","Region","ws_rate_ha","pre_rate_ha"
"7463",67,662,24652,5,7,24652005007,"Tinh Dak Nong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,3,"Don't know",30,3,"đầi thơm",2,"4_Central Highlands",300,NA
"7464",67,662,24652,5,12,24652005012,"Tinh Dak Nong",99,"Sao Nam Bo/Cong Nha nuoc (1000m2)",25,5,"m2",25,99,"st 25",2,"4_Central Highlands",250,250
"7465",67,663,24685,8,8,24685008008,"Tinh Dak Nong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",6,99,NA,NA,1,"lúa lai",2,"4_Central Highlands",60,NA
"7466",67,663,24685,8,10,24685008010,"Tinh Dak Nong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"vì dân",2,"4_Central Highlands",150,150
"7467",68,677,24949,2,2,24949002002,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,1,"Khang dân 18",2,"4_Central Highlands",300,300
"7468",68,677,24949,2,3,24949002003,"Tinh Lam Dong",1,NA,35,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",35,1,"khang dân 18",2,"4_Central Highlands",50,NA
"7469",68,677,24949,2,5,24949002005,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,99,NA,NA,1,"Khang dân 18",2,"4_Central Highlands",300,NA
"7470",68,677,24949,2,7,24949002007,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,1,"Khang dân 18",2,"4_Central Highlands",300,300
"7472",68,677,24949,2,14,24949002014,"Tinh Lam Dong",1,NA,40,99,NA,NA,1,"khang dân 18",2,"4_Central Highlands",200,NA
"7473",68,679,25027,21,5,25027021005,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",17,99,NA,NA,1,"Cửu Long",2,"4_Central Highlands",170,NA
"7474",68,679,25027,21,11,25027021011,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",25,30,NA,NA,2,"OM4900 ; OM6162",2,"4_Central Highlands",250,NA
"7475",68,682,25153,11,3,25153011003,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"Om5451",2,"4_Central Highlands",200,200
"7476",68,682,25153,11,4,25153011004,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,1,"OM5451",2,"4_Central Highlands",200,300
"7477",68,682,25153,11,8,25153011008,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,20,NA,NA,1,"OM5451",2,"4_Central Highlands",120,NA
"7478",68,682,25153,11,11,25153011011,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"OM 6162",2,"4_Central Highlands",200,150
"7479",68,682,25153,11,15,25153011015,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"om 5451",2,"4_Central Highlands",120,150
"7480",68,683,25159,11,1,25159011001,"Tinh Lam Dong",1,NA,250,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",250,2,"Nếp hà nội",2,"4_Central Highlands",250,NA
"7481",68,683,25159,11,2,25159011002,"Tinh Lam Dong",2,NA,80,99,NA,NA,2,"lúa nếp",2,"4_Central Highlands",200,NA
"7482",68,683,25159,11,5,25159011005,"Tinh Lam Dong",6,NA,300,99,NA,NA,1,"lúa 5451",2,"4_Central Highlands",100,NA
"7483",68,683,25159,11,6,25159011006,"Tinh Lam Dong",1,NA,250,99,NA,NA,2,"lúa nếp",2,"4_Central Highlands",125,NA
"7484",68,683,25159,11,7,25159011007,"Tinh Lam Dong",1,NA,100,99,NA,NA,1,"5451",2,"4_Central Highlands",200,NA
"7487",68,683,25159,11,11,25159011011,"Tinh Lam Dong",1,NA,140,99,NA,NA,1,"lúa nếp hà nội",2,"4_Central Highlands",200,NA
"7488",68,683,25159,11,12,25159011012,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"lúa nếp hà nội",2,"4_Central Highlands",200,NA
"7490",68,683,25159,11,15,25159011015,"Tinh Lam Dong",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",25,99,NA,NA,2,"lúa nếp",2,"4_Central Highlands",250,NA
"7491",70,693,25318,7,2,25318007002,"Tinh Binh Phuoc",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,20,NA,NA,1,"900",2,"5_South East",150,NA
"7492",72,705,25507,7,7,25507007007,"Tinh Tay Ninh",7,"Sao Nam Bo/Cong Nha nuoc (1000m2)",22,5,"m2",25,1,"OM5451",2,"5_South East",220,250
"7493",75,734,26122,11,1,26122011001,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"nàng hương",2,"5_South East",200,NA
"7494",75,734,26122,11,3,26122011003,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"om18",2,"5_South East",200,NA
"7495",75,734,26122,11,5,26122011005,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,99,"om5451",2,"5_South East",200,NA
"7496",75,734,26122,11,6,26122011006,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"nang hương",2,"5_South East",200,200
"7497",75,734,26122,11,7,26122011007,"Tinh Dong Nai",1,"Cong Tam Cat (1300m2)",20,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"Nang hương",2,"5_South East",153.846153846154,200
"7498",75,734,26122,11,9,26122011009,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,99,NA,NA,99,"om5451",2,"5_South East",180,NA
"7499",75,734,26122,11,10,26122011010,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"nang hương",2,"5_South East",200,NA
"7500",75,734,26122,11,11,26122011011,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"nang hương",2,"5_South East",200,200
"7501",75,734,26122,11,12,26122011012,"Tinh Dong Nai",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"OM4900",2,"5_South East",200,NA
"7502",75,734,26155,26,7,26155026007,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,30,NA,NA,1,"OM5451",2,"5_South East",180,NA
"7503",75,734,26155,26,8,26155026008,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"OM666",2,"5_South East",200,NA
"7504",75,734,26155,26,9,26155026009,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,99,NA,NA,1,"om666 Cửu Long",2,"5_South East",180,NA
"7505",75,734,26155,26,10,26155026010,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,99,NA,NA,1,"OM5451",2,"5_South East",180,NA
"7506",75,734,26155,26,11,26155026011,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,99,NA,NA,1,"om18",2,"5_South East",180,NA
"7507",75,734,26155,26,12,26155026012,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,99,NA,NA,1,"OM5451",2,"5_South East",180,NA
"7508",75,734,26155,26,13,26155026013,"Tinh Dong Nai",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"OM666",2,"5_South East",200,NA
"7509",77,750,26584,10,3,26584010003,"Tinh Ba Ria Vung Tau",1,NA,140,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",140,1,"Hương Châu",2,"5_South East",200,NA
"7512",80,796,27751,5,2,27751005002,"Tinh Long An",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",16,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",16,1,"I R 50404",2,"6_MRD",160,160
"7513",80,796,27751,5,3,27751005003,"Tinh Long An",3,NA,200,99,NA,NA,1,"OM18",2,"6_MRD",166.666666666667,NA
"7514",80,796,27751,5,4,27751005004,"Tinh Long An",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",200,1,"OM18",2,"6_MRD",150,NA
"7515",80,796,27751,5,6,27751005006,"Tinh Long An",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",14,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"OM18",2,"6_MRD",140,200
"7516",80,796,27751,5,7,27751005007,"Tinh Long An",1,NA,160,0,"Sao Nam Bo/Cong Nha nuoc (1000m2)",180,1,"OM18",2,"6_MRD",160,NA
"7517",80,796,27751,5,8,27751005008,"Tinh Long An",1,NA,140,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",160,1,"OM18",2,"6_MRD",46.6666666666667,NA
"7518",80,796,27751,5,15,27751005015,"Tinh Long An",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",25,1,"nếp 4625",2,"6_MRD",200,250
"7519",80,795,27793,1,2,27793001002,"Tinh Long An",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,2,"Om18",2,"6_MRD",180,180
"7520",80,795,27793,1,5,27793001005,"Tinh Long An",3,"m2",0.02,5,"m2",0.02,1,"OM 18",2,"6_MRD",200,200
"7521",80,795,27793,1,8,27793001008,"Tinh Long An",3,"m2",0.01,3,"m2",0.02,1,"OM 18",2,"6_MRD",100,200
"7522",80,795,27793,1,10,27793001010,"Tinh Long An",6,"Sao Nam Bo/Cong Nha nuoc (1000m2)",16,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,1,"om18",2,"6_MRD",160,130
"7524",80,802,27952,3,3,27952003003,"Tinh Long An",3,NA,40,99,NA,NA,2,"5451",2,"6_MRD",200,NA
"7525",80,802,27952,3,5,27952003005,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,7,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"5451",2,"6_MRD",200,200
"7526",80,802,27952,3,8,27952003008,"Tinh Long An",3,NA,200,99,NA,NA,2,"5451",2,"6_MRD",200,NA
"7527",80,802,27952,3,9,27952003009,"Tinh Long An",1,NA,200,8,"Sao Nam Bo/Cong Nha nuoc (1000m2)",200,1,"Nếp",2,"6_MRD",55.5555555555556,NA
"7528",80,802,27952,3,10,27952003010,"Tinh Long An",1,NA,80,9,"Sao Nam Bo/Cong Nha nuoc (1000m2)",80,3,"5451",2,"6_MRD",266.666666666667,NA
"7529",80,802,27952,3,19,27952003019,"Tinh Long An",3,NA,40,99,NA,NA,2,"5451",2,"6_MRD",200,NA
"7530",80,802,27964,1,1,27964001001,"Tinh Long An",3,NA,200,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",200,2,"5451",2,"6_MRD",200,NA
"7531",80,802,27964,1,2,27964001002,"Tinh Long An",3,NA,40,6,"Sao Nam Bo/Cong Nha nuoc (1000m2)",40,2,"5451",2,"6_MRD",200,NA
"7532",80,802,27964,1,4,27964001004,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",19,1,"OM5451",2,"6_MRD",200,190
"7533",80,802,27964,1,5,27964001005,"Tinh Long An",1,NA,40,99,NA,NA,1,"om 5451",2,"6_MRD",200,NA
"7534",80,802,27964,1,10,27964001010,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"5451",2,"6_MRD",200,200
"7536",80,806,28120,9,3,28120009003,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0.2,3,"m2",0.2,2,"RVT",2,"6_MRD",2,2
"7537",80,806,28120,9,4,28120009004,"Tinh Long An",1,NA,50,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",50,3,"RVT",2,"6_MRD",200,NA
"7538",80,806,28120,9,7,28120009007,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"St 25",2,"6_MRD",200,200
"7539",80,806,28120,9,13,28120009013,"Tinh Long An",3,"m2",0.02,99,NA,NA,2,"RVT",2,"6_MRD",200,NA
"7540",80,806,28120,9,14,28120009014,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"tài nguyên",2,"6_MRD",200,200
"7541",80,806,28132,15,1,28132015001,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"St25",2,"6_MRD",200,200
"7542",80,806,28132,15,2,28132015002,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0.2,2,"m2",0.2,2,"RVT",2,"6_MRD",2,2
"7543",80,806,28132,15,6,28132015006,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"St 25",2,"6_MRD",200,200
"7544",80,806,28132,15,9,28132015009,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",21,99,NA,NA,99,"tài nguyên",2,"6_MRD",210,NA
"7546",80,806,28132,15,12,28132015012,"Tinh Long An",3,"m2",0.02,99,NA,NA,2,"st25",2,"6_MRD",200,NA
"7547",80,806,28132,15,13,28132015013,"Tinh Long An",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,6,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"tài nguyên",2,"6_MRD",200,200
"7548",80,806,28132,15,15,28132015015,"Tinh Long An",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",0.19,99,NA,NA,1,"ST25",2,"6_MRD",1.9,NA
"7549",82,818,28357,8,3,28357008003,"Tinh Tien Giang",3,NA,198,99,NA,NA,3,"OM380",2,"6_MRD",90,NA
"7550",82,818,28357,8,7,28357008007,"Tinh Tien Giang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,3,"OM380",2,"6_MRD",200,NA
"7551",82,819,28384,2,1,28384002001,"Tinh Tien Giang",2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"ir50404",2,"6_MRD",150,200
"7552",82,819,28384,2,9,28384002009,"Tinh Tien Giang",2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,10,"m2",18,1,"I R 50404",2,"6_MRD",120,180
"7553",82,819,28384,2,11,28384002011,"Tinh Tien Giang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",9,9,"m2",9,1,"5004",2,"6_MRD",90,90
"7554",82,819,28384,2,12,28384002012,"Tinh Tien Giang",2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,9,"Sao Nam Bo/Cong Nha nuoc (1000m2)",11,1,"OM5451",2,"6_MRD",100,110
"7555",82,819,28384,2,13,28384002013,"Tinh Tien Giang",2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,1,"IR50404",2,"6_MRD",100,120
"7556",82,823,28684,19,7,28684019007,"Tinh Tien Giang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,2,"Đài Thơm 8",2,"6_MRD",130,150
"7557",82,823,28684,19,8,28684019008,"Tinh Tien Giang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,7,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,2,"OM5451",2,"6_MRD",100,130
"7558",82,823,28684,19,12,28684019012,"Tinh Tien Giang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",18,2,"VD20",2,"6_MRD",120,180
"7559",82,823,28684,19,13,28684019013,"Tinh Tien Giang",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,2,"VD20",2,"6_MRD",120,130
"7560",82,824,28726,13,14,28726013014,"Tinh Tien Giang",3,"m2",0.02,99,NA,NA,1,"st25",2,"6_MRD",200,NA
"7561",82,824,28744,19,3,28744019003,"Tinh Tien Giang",2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,15,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"ST25",2,"6_MRD",150,150
"7562",82,824,28744,19,4,28744019004,"Tinh Tien Giang",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",13,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,3,"ST25",2,"6_MRD",130,150
"7563",82,824,28744,19,8,28744019008,"Tinh Tien Giang",3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",12,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,3,"ST25",2,"6_MRD",120,150
"7564",83,836,29125,5,6,29125005006,"Tinh Ben Tre",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"UC10",2,"6_MRD",200,200
"7565",83,837,29224,7,2,29224007002,"Tinh Ben Tre",1,NA,120,2,"m2",120,1,"đài thơm 08",2,"6_MRD",100,NA
"7566",83,837,29224,7,5,29224007005,"Tinh Ben Tre",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,1,"Đài thơm 8",2,"6_MRD",100,100
"7567",83,837,29224,7,10,29224007010,"Tinh Ben Tre",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"Đài thơm 8",2,"6_MRD",150,150
"7568",83,837,29224,7,14,29224007014,"Tinh Ben Tre",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",30,99,NA,NA,1,"Đài thơm 8",2,"6_MRD",300,NA
"7569",84,844,29284,2,2,29284002002,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",17,10,"Sao Nam Bo/Cong Nha nuoc (1000m2)",17,1,"OM 18",2,"6_MRD",170,170
"7570",84,844,29284,2,4,29284002004,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",17,99,NA,NA,1,"OM18",2,"6_MRD",170,NA
"7571",84,844,29284,2,9,29284002009,"Tinh Tra Vinh",1,"Cong Tam Cat (1300m2)",20,2,"Cong Tam Cat (1300m2)",20,1,"5451",2,"6_MRD",153.846153846154,153.846153846154
"7572",84,844,29284,2,13,29284002013,"Tinh Tra Vinh",1,"Cong Tam Cat (1300m2)",18,2,"Cong Tam Cat (1300m2)",18,1,"202",2,"6_MRD",138.461538461538,138.461538461538
"7573",84,844,29284,2,14,29284002014,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,8,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"OM18",2,"6_MRD",150,150
"7574",84,845,29326,16,5,29326016005,"Tinh Tra Vinh",1,NA,80,1,"Cong Tam Cat (1300m2)",100,3,"OM50404",2,"6_MRD",136.752136752137,NA
"7575",84,845,29326,16,9,29326016009,"Tinh Tra Vinh",1,"Cong Tam Cat (1300m2)",25,99,NA,NA,3,"IR50404",2,"6_MRD",192.307692307692,NA
"7576",84,845,29326,16,11,29326016011,"Tinh Tra Vinh",1,"Cong Tam Cat (1300m2)",25,1,"Cong Tam Cat (1300m2)",25,2,"50404",2,"6_MRD",192.307692307692,192.307692307692
"7577",84,845,29326,16,15,29326016015,"Tinh Tra Vinh",1,"Cong Tam Cat (1300m2)",25,1,"Cong Tam Cat (1300m2)",25,2,"ML202",2,"6_MRD",192.307692307692,192.307692307692
"7578",84,846,29347,2,5,29347002005,"Tinh Tra Vinh",5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",8.5,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",8.5,1,"ML202",2,"6_MRD",85,85
"7579",84,846,29347,2,10,29347002010,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Ỉ50404",2,"6_MRD",200,200
"7580",84,846,29347,2,12,29347002012,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",14,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"OM18",2,"6_MRD",140,200
"7581",84,846,29347,2,13,29347002013,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"504",2,"6_MRD",200,200
"7582",84,847,29383,10,3,29383010003,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"om 18",2,"6_MRD",200,150
"7583",84,847,29383,10,4,29383010004,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"0m18",2,"6_MRD",200,150
"7584",84,847,29383,10,5,29383010005,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"om 4900",2,"6_MRD",150,150
"7585",84,847,29383,10,6,29383010006,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,8,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"OM 5451",2,"6_MRD",200,200
"7586",84,847,29383,10,9,29383010009,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,8,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"OM5451",2,"6_MRD",200,200
"7587",84,847,29383,10,10,29383010010,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,4,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"OM 5451",2,"6_MRD",200,200
"7588",84,847,29404,19,1,29404019001,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"st24",2,"6_MRD",150,150
"7589",84,847,29404,19,2,29404019002,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,0,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"OM 5451",2,"6_MRD",200,200
"7590",84,847,29404,19,5,29404019005,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"Ôm 18",2,"6_MRD",200,150
"7591",84,849,29464,23,2,29464023002,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,2,"OM576",2,"6_MRD",200,NA
"7592",84,849,29464,23,3,29464023003,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"m2",20,2,"5451",2,"6_MRD",200,200
"7593",84,849,29464,23,5,29464023005,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"OM5451",2,"6_MRD",200,200
"7594",84,849,29464,23,6,29464023006,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,1,"OM5451",2,"6_MRD",200,NA
"7595",84,849,29464,23,9,29464023009,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,99,NA,NA,2,"OM5451",2,"6_MRD",200,NA
"7596",84,849,29464,23,10,29464023010,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"OM5451",2,"6_MRD",100,200
"7597",84,849,29464,23,13,29464023013,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"OM 5451",2,"6_MRD",200,200
"7598",84,849,29464,23,14,29464023014,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"ST24",2,"6_MRD",200,200
"7599",84,849,29464,23,15,29464023015,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,2,"OM5451",2,"6_MRD",200,200
"7600",84,851,29518,12,6,29518012006,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"451",2,"6_MRD",200,200
"7601",84,851,29518,12,8,29518012008,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,99,NA,NA,1,"OM5451",2,"6_MRD",100,NA
"7602",84,851,29518,12,9,29518012009,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,99,NA,NA,1,"Siêu hàm châu",2,"6_MRD",100,NA
"7603",84,851,29518,12,10,29518012010,"Tinh Tra Vinh",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",5,99,NA,NA,1,"OM 5451",2,"6_MRD",50,NA
"7604",84,851,29518,12,12,29518012012,"Tinh Tra Vinh",99,"Sao Nam Bo/Cong Nha nuoc (1000m2)",10,99,NA,NA,1,"siêu hàm châu",2,"6_MRD",100,NA
"7606",86,857,29593,21,5,29593021005,"Tinh Vinh Long",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,5,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,1,"Đài thơm tám",2,"6_MRD",200,200
"7607",86,857,29593,21,7,29593021007,"Tinh Vinh Long",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",17,99,NA,NA,1,"Đài thơm 8",2,"6_MRD",170,NA
"7608",86,857,29593,21,10,29593021010,"Tinh Vinh Long",1,"Sao Nam Bo/Cong Nha nuoc (1000m2)",20,3,"Sao Nam Bo/Cong Nha nuoc (1000m2)",15,1,"ML202",2,"6_MRD",200,150
