"IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","ethnic","THUNHAP","TONGCHITIEU","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_sum","poor_commune","dummy_main_str","dist_main_str","type_main_str","dummy_local_market_wholesale","dist_market_wholesale","dummy_irrigation","dist_irrigation","farmer_participation_pct","dummy_protection_staff","panel","main_str_asphalt"
"10759011003","003","30","293","10759","011",0,304057,NA,1,61,8,6,3,1,0,1,3240,0,1,NA,1,0,0,0,12,NA,0,"2022 (n = 13939)",1
"10759011004","004","30","293","10759","011",0,165781,NA,1,53,9,6,3,0,1,1,2160,0,1,NA,1,0,0,0,12,NA,0,"2022 (n = 13939)",1
"10759011005","005","30","293","10759","011",0,572638,0,1,36,12,6,4,1,0,1,33840,0,1,NA,1,0,0,0,12,NA,0,"2022 (n = 13939)",1
"10759011007","007","30","293","10759","011",0,292969,NA,1,70,9,6,6,1,0,1,2880,0,1,NA,1,0,0,0,12,NA,0,"2022 (n = 13939)",1
"10759011009","009","30","293","10759","011",0,327743,NA,1,53,5,6,6,1,0,1,1080,0,1,NA,1,0,0,0,12,NA,0,"2022 (n = 13939)",1
"10777005009","009","30","293","10777","005",0,480816,0,1,41,NA,1,6,1,0,1,540,0,1,NA,1,0,1,0,2.5,NA,0,"2022 (n = 13939)",1
"10777005011","011","30","293","10777","005",0,222338,0,1,43,5,1,4,1,0,1,1800,0,1,NA,1,0,1,0,2.5,NA,0,"2022 (n = 13939)",1
"10777005012","012","30","293","10777","005",0,218639,67557.5,1,37,9,1,5,1,0,1,540,0,1,NA,1,0,1,0,2.5,NA,0,"2022 (n = 13939)",1
"10777005016","016","30","293","10777","005",0,8977,0,1,60,12,1,2,1,0,0,2520,0,1,NA,1,0,1,0,2.5,NA,0,"2022 (n = 13939)",1
"10783015011","011","30","293","10783","015",0,96781,0,1,58,9,9,5,1,0,1,1800,0,1,NA,1,0,1,0,5,NA,0,"2022 (n = 13939)",1
"10786016002","002","30","293","10786","016",0,135000,0,1,45,6,2,5,1,0,1,720,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10786016005","005","30","293","10786","016",0,81480,0,1,41,2,2,5,1,0,1,1080,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10786016006","006","30","293","10786","016",0,233088,0,1,47,9,2,4,1,0,1,1080,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10786016008","008","30","293","10786","016",0,115848,36253.5,1,48,12,2,2,1,0,0,2520,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10786016009","009","30","293","10786","016",0,139500,0,1,62,9,2,3,1,0,0,3600,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10786016013","013","30","293","10786","016",0,312425,137767.5,1,52,12,2,4,1,0,1,1800,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10786016014","014","30","293","10786","016",0,118116,0,1,52,9,2,3,1,0,1,720,0,1,NA,1,0,1,0,11,NA,0,"2022 (n = 13939)",1
"10807006001","001","30","293","10807","006",0,271296,0,1,73,12,1,6,1,0,0,1080,0,1,NA,1,0,1,0,12,NA,0,"2022 (n = 13939)",1
"10807006003","003","30","293","10807","006",0,124920,100387.5,1,63,9,1,6,1,0,0,3600,0,1,NA,1,0,1,0,12,NA,0,"2022 (n = 13939)",1
"10807006004","004","30","293","10807","006",0,153043,0,1,58,9,1,2,1,0,1,1080,0,1,NA,1,0,1,0,12,NA,0,"2022 (n = 13939)",1
"10807006007","007","30","293","10807","006",0,42360,0,1,75,9,1,2,1,0,0,2520,0,1,NA,1,0,1,0,12,NA,0,"2022 (n = 13939)",1
"10807006008","008","30","293","10807","006",0,15407,0,1,68,9,1,2,1,0,0,2160,0,1,NA,1,0,1,0,12,NA,0,"2022 (n = 13939)",1
"10807006009","009","30","293","10807","006",0,113930,0,1,59,5,1,2,1,0,0,7200,0,1,NA,1,0,1,0,12,NA,0,"2022 (n = 13939)",1
"10828001009","009","30","294","10828","001",0,28898,NA,1,74,9,3,2,1,0,1,1020,0,1,NA,1,0,13,0,6,NA,1,"2022 (n = 13939)",1
"10831004001","001","30","294","10831","004",0,903001,NA,1,38,12,6,5,1,0,1,1440,0,1,NA,1,0,30,0,7,NA,0,"2022 (n = 13939)",1
"10831004003","003","30","294","10831","004",0,84743,NA,1,55,9,6,2,1,0,1,1260,0,1,NA,1,0,30,0,7,NA,0,"2022 (n = 13939)",1
"10831004005","005","30","294","10831","004",0,77613,NA,1,46,9,6,2,1,0,1,3060,0,1,NA,1,0,30,0,7,NA,0,"2022 (n = 13939)",1
"10894005003","003","30","295","10894","005",0,237507,0,1,59,12,7,4,1,0,1,1820,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005004","004","30","295","10894","005",0,207467,NA,1,52,9,7,3,1,0,1,1110,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005005","005","30","295","10894","005",0,362280,NA,1,58,9,7,5,1,0,1,1470,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005006","006","30","295","10894","005",0,425339,NA,1,61,9,7,5,1,0,1,25200,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005008","008","30","295","10894","005",0,217728,NA,1,58,9,7,4,1,0,1,2900,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005010","010","30","295","10894","005",0,344843,NA,1,55,12,7,3,1,0,1,2910,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005011","011","30","295","10894","005",0,216937,NA,1,56,9,7,3,1,0,1,3650,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005012","012","30","295","10894","005",0,311220,NA,1,51,12,7,3,1,0,1,7216,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005014","014","30","295","10894","005",0,208441,49488.5,1,64,9,7,3,1,0,1,1810,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10894005015","015","30","295","10894","005",0,312181,NA,1,68,9,7,5,1,0,1,5400,0,1,NA,1,0,3,0,17,NA,1,"2022 (n = 13939)",1
"10897004001","001","30","295","10897","004",0,843048,0,1,59,9,9,9,1,0,1,3600,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004002","002","30","295","10897","004",0,435840,NA,1,65,5,9,5,0,1,1,1980,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004003","003","30","295","10897","004",0,333167,NA,1,36,12,9,4,0,1,1,1740,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004004","004","30","295","10897","004",0,262080,0,1,62,9,9,5,0,1,1,3280,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004006","006","30","295","10897","004",0,346102,0,1,60,9,9,6,1,0,1,4110,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004007","007","30","295","10897","004",0,185901,0,1,41,12,9,4,1,0,1,590,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004008","008","30","295","10897","004",0,295798,0,1,52,9,9,2,1,0,1,1740,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004009","009","30","295","10897","004",0,251885,NA,1,40,12,9,5,1,0,1,NA,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004010","010","30","295","10897","004",0,58464,NA,1,68,5,9,2,0,1,0,2880,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004011","011","30","295","10897","004",0,174236,NA,1,41,9,9,6,0,1,1,4520,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004014","014","30","295","10897","004",0,389425,205775.5,1,55,5,9,4,0,1,1,2220,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10897004015","015","30","295","10897","004",0,284185,200604.5,1,39,9,9,6,0,1,1,9000,0,1,NA,2,0,0.1,0,7,NA,1,"2022 (n = 13939)",0
"10909007003","003","30","295","10909","007",0,155976,NA,1,64,12,6,2,0,1,1,1810,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10909007004","004","30","295","10909","007",0,275760,0,1,41,9,6,6,0,1,1,1800,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10909007008","008","30","295","10909","007",0,274199,NA,1,34,9,6,5,0,1,1,555,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10909007011","011","30","295","10909","007",0,190620,NA,1,58,12,6,3,1,0,1,4320,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10909007012","012","30","295","10909","007",0,90554,NA,1,64,6,6,2,0,1,1,40330,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10909007013","013","30","295","10909","007",0,363345,83444.5,1,72,5,6,3,0,1,0,7200,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10909007015","015","30","295","10909","007",0,287383,66690,1,56,12,6,3,1,0,1,770,0,1,NA,1,0,1,0,5,NA,1,"2022 (n = 13939)",1
"10927006006","006","30","295","10927","006",0,316860,0,1,31,9,9,5,1,0,1,580,0,1,NA,1,0,0.1,0,5,NA,1,"2022 (n = 13939)",1
"10927006013","013","30","295","10927","006",0,461805,144350.5,1,60,9,9,6,1,0,1,1380,0,1,NA,1,0,0.1,0,5,NA,1,"2022 (n = 13939)",1
"10951007002","002","30","296","10951","007",0,45120,NA,1,65,12,3,4,1,0,0,1800,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007004","004","30","296","10951","007",0,600241,NA,1,50,9,3,5,1,0,1,1440,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007006","006","30","296","10951","007",0,66959,NA,1,59,9,3,4,0,1,0,460,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007007","007","30","296","10951","007",0,374004,NA,1,50,9,3,3,1,0,0,1440,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007009","009","30","296","10951","007",0,7547,NA,1,63,9,3,1,0,1,0,1080,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007010","010","30","296","10951","007",0,67536,NA,1,58,12,3,4,1,0,1,720,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007011","011","30","296","10951","007",0,204731,NA,1,48,6,3,3,1,0,0,1632,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10951007014","014","30","296","10951","007",0,17532,31217,1,49,9,3,3,1,0,0,1080,0,1,NA,1,0,20,0,3,NA,1,"2022 (n = 13939)",1
"10966003003","003","30","296","10966","003",0,47758,NA,1,64,12,9,4,1,0,0,1440,0,1,NA,1,0,16,0,8,NA,0,"2022 (n = 13939)",1
"10966003005","005","30","296","10966","003",0,111576,0,1,52,9,9,2,1,0,1,1080,0,1,NA,1,0,16,0,8,NA,0,"2022 (n = 13939)",1
"10966003008","008","30","296","10966","003",0,100992,0,1,64,9,9,2,1,0,1,1400,0,1,NA,1,0,16,0,8,NA,0,"2022 (n = 13939)",1
"10966003009","009","30","296","10966","003",0,187979,0,1,67,9,9,5,1,0,1,3600,0,1,NA,1,0,16,0,8,NA,0,"2022 (n = 13939)",1
"10966003011","011","30","296","10966","003",0,203579,NA,1,56,9,9,5,1,0,1,1800,0,1,NA,1,0,16,0,8,NA,0,"2022 (n = 13939)",1
"10966003014","014","30","296","10966","003",0,47671,51750.5,1,63,12,9,2,1,0,1,144,0,1,NA,1,0,16,0,8,NA,0,"2022 (n = 13939)",1
"10984004001","001","30","296","10984","004",0,1663323,0,1,40,9,3,5,1,0,1,100,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004002","002","30","296","10984","004",0,450819,0,1,52,9,3,4,1,0,1,1080,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004006","006","30","296","10984","004",0,43919,NA,1,58,9,3,2,1,0,0,2520,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004008","008","30","296","10984","004",0,475621,NA,1,37,12,3,5,1,0,1,1080,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004010","010","30","296","10984","004",0,408784,NA,1,48,9,3,5,1,0,1,1620,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004011","011","30","296","10984","004",0,356255,NA,1,50,12,3,6,1,0,1,1440,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004013","013","30","296","10984","004",0,119808,NA,1,49,12,3,3,1,0,1,1440,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"10984004014","014","30","296","10984","004",0,262080,87835,1,75,9,3,5,1,0,0,2160,0,1,NA,1,0,20,0,12,NA,1,"2022 (n = 13939)",1
"11017017003","003","30","288","11017","017",0,117217,0,1,39,9,5,4,0,1,1,1080,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017004","004","30","288","11017","017",0,189550,NA,1,68,9,5,4,0,1,0,720,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017005","005","30","288","11017","017",0,165601,NA,1,38,9,5,4,1,0,1,1080,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017009","009","30","288","11017","017",0,229061,NA,1,69,9,5,4,1,0,0,720,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017010","010","30","288","11017","017",0,268750,NA,1,53,9,5,4,1,0,0,408,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017011","011","30","288","11017","017",0,145507,0,1,43,12,5,5,1,0,1,720,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017012","012","30","288","11017","017",0,329692,120989.5,1,63,5,5,6,1,0,0,1110,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017014","014","30","288","11017","017",0,296786,NA,1,52,9,5,3,1,0,1,1080,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11017017015","015","30","288","11017","017",0,166140,74420,1,58,9,5,3,0,1,1,1080,0,1,NA,2,0,5,0,3,NA,1,"2022 (n = 13939)",0
"11020002001","001","30","297","11020","002",0,260495,NA,1,55,9,7,6,1,0,1,1440,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002002","002","30","297","11020","002",0,304850,NA,1,46,9,7,4,1,0,1,888,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002003","003","30","297","11020","002",0,228563,NA,1,45,5,7,3,1,0,1,3420,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002004","004","30","297","11020","002",0,187919,NA,1,39,9,7,5,1,0,1,538,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002006","006","30","297","11020","002",0,175109,NA,1,80,9,7,6,1,0,0,1440,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002007","007","30","297","11020","002",0,173845,NA,1,53,12,7,3,1,0,1,818,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002010","010","30","297","11020","002",0,213444,NA,1,56,12,7,7,1,0,1,1510,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002011","011","30","297","11020","002",0,217200,NA,1,55,9,7,4,1,0,1,5400,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11020002015","015","30","297","11020","002",0,178416,154542.5,1,77,9,7,4,1,0,0,1710,0,1,NA,1,0,7,0,4,NA,1,"2022 (n = 13939)",1
"11047015004","004","30","297","11047","015",0,188578,NA,1,69,NA,7,7,1,0,0,1130,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015005","005","30","297","11047","015",0,228962,NA,1,55,9,7,3,1,0,1,1490,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015007","007","30","297","11047","015",0,152639,71780,1,59,5,7,6,1,0,1,2900,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015008","008","30","297","11047","015",0,300063,NA,1,46,9,7,5,1,0,1,1360,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015010","010","30","297","11047","015",0,375063,NA,1,36,9,7,7,1,0,1,4680,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015011","011","30","297","11047","015",0,28322,NA,1,67,9,7,2,1,0,0,360,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015012","012","30","297","11047","015",0,213840,NA,1,45,9,7,5,1,0,1,7230,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11047015014","014","30","297","11047","015",0,107040,NA,1,53,9,7,2,0,1,0,1440,0,1,NA,1,0,9,0,7,NA,1,"2022 (n = 13939)",1
"11065007005","005","30","297","11065","007",0,314788,NA,1,52,9,4,6,1,0,1,1440,0,1,NA,1,0,8,0,8,NA,1,"2022 (n = 13939)",1
"11065007007","007","30","297","11065","007",0,178343,33181.5,1,59,9,4,3,1,0,0,840,0,1,NA,1,0,8,0,8,NA,1,"2022 (n = 13939)",1
"11065007008","008","30","297","11065","007",0,87659,NA,1,59,9,4,3,1,0,1,3440,0,1,NA,1,0,8,0,8,NA,1,"2022 (n = 13939)",1
"11065007012","012","30","297","11065","007",0,256032,NA,1,48,9,4,4,1,0,1,480,0,1,NA,1,0,8,0,8,NA,1,"2022 (n = 13939)",1
"11065007013","013","30","297","11065","007",0,126396,NA,1,54,9,4,3,1,0,0,1800,0,1,NA,1,0,8,0,8,NA,1,"2022 (n = 13939)",1
"11077012001","001","30","288","11077","012",0,470167,0,1,50,9,5,4,1,0,0,720,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012002","002","30","288","11077","012",0,345240,NA,1,70,9,5,6,1,0,1,1080,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012003","003","30","288","11077","012",0,286017,NA,1,48,9,5,5,1,0,1,2880,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012005","005","30","288","11077","012",0,198334,NA,1,57,12,5,4,1,0,0,720,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012006","006","30","288","11077","012",0,47112,0,1,61,9,5,2,1,0,0,1672,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012007","007","30","288","11077","012",0,165046,NA,1,67,9,5,2,1,0,0,5040,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012009","009","30","288","11077","012",0,329161,NA,1,34,12,5,5,0,1,1,2520,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012010","010","30","288","11077","012",0,117931,NA,1,47,12,5,4,1,0,1,1224,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012012","012","30","288","11077","012",0,210769,NA,1,42,12,5,4,1,0,1,720,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11077012014","014","30","288","11077","012",0,332830,117946,1,46,9,5,4,1,0,1,720,0,1,NA,1,0,2,0,6,NA,0,"2022 (n = 13939)",1
"11083007001","001","30","298","11083","007",0,44927,0,1,59,9,5,1,1,0,1,3960,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11083007002","002","30","298","11083","007",0,279659,80978,1,50,9,5,5,1,0,1,840,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11083007009","009","30","298","11083","007",0,198179,NA,1,55,9,5,3,1,0,1,1790,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11083007010","010","30","298","11083","007",0,67728,0,1,70,9,5,1,1,0,0,660,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11083007011","011","30","298","11083","007",0,151992,NA,1,59,12,5,3,1,0,1,7740,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11083007012","012","30","298","11083","007",0,235226,185621,1,46,9,5,6,1,0,1,2160,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11083007014","014","30","298","11083","007",0,242519,NA,1,56,9,5,5,1,0,1,5420,0,1,NA,1,0,15,0,6,NA,1,"2022 (n = 13939)",1
"11092003006","006","30","298","11092","003",0,195073,NA,1,64,9,7,4,0,1,1,720,0,1,NA,1,0,20,0,2,NA,0,"2022 (n = 13939)",1
"11092003011","011","30","298","11092","003",0,289681,NA,1,41,9,7,5,1,0,1,10080,0,1,NA,1,0,20,0,2,NA,0,"2022 (n = 13939)",1
"11092003012","012","30","298","11092","003",0,191714,NA,1,37,12,7,4,0,1,1,768,0,1,NA,1,0,20,0,2,NA,0,"2022 (n = 13939)",1
"11095006001","001","30","298","11095","006",0,337007,NA,1,46,9,12,4,1,0,1,7200,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006002","002","30","298","11095","006",0,311460,NA,1,61,9,12,5,0,1,1,2520,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006003","003","30","298","11095","006",0,154548,66686.5,1,64,2,12,3,0,1,0,1080,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006004","004","30","298","11095","006",0,423362,NA,1,63,9,12,7,1,0,1,3960,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006005","005","30","298","11095","006",0,91472,NA,1,62,9,12,3,1,0,0,3312,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006011","011","30","298","11095","006",0,181296,NA,1,56,12,12,3,1,0,1,4800,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006012","012","30","298","11095","006",0,39024,NA,1,57,9,12,3,0,1,0,720,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11095006015","015","30","298","11095","006",0,253876,NA,1,60,9,12,4,1,0,1,1800,0,1,NA,1,0,30,0,5,NA,0,"2022 (n = 13939)",1
"11134014001","001","30","298","11134","014",0,666600,NA,1,28,12,4,5,1,0,1,1770,0,1,NA,1,0,1,0,10,NA,1,"2022 (n = 13939)",1
"11134014003","003","30","298","11134","014",0,143244,NA,1,48,9,4,3,1,0,1,456,0,1,NA,1,0,1,0,10,NA,1,"2022 (n = 13939)",1
"11134014013","013","30","298","11134","014",0,130968,90675,1,56,9,4,3,1,0,1,1248,0,1,NA,1,0,1,0,10,NA,1,"2022 (n = 13939)",1
"11134014014","014","30","298","11134","014",0,177839,80505.5,1,47,2,4,4,1,0,1,720,0,1,NA,1,0,1,0,10,NA,1,"2022 (n = 13939)",1
"11134014019","019","30","298","11134","014",0,114804,114299.5,1,56,5,4,3,1,0,0,720,0,1,NA,1,0,1,0,10,NA,1,"2022 (n = 13939)",1
"11137006003","003","30","298","11137","006",0,108793,NA,1,62,5,4,2,0,1,0,600,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11137006004","004","30","298","11137","006",0,177983,NA,1,57,12,4,2,1,0,1,10800,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11137006005","005","30","298","11137","006",0,172080,NA,1,45,9,4,4,1,0,1,3240,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11137006006","006","30","298","11137","006",0,133442,120986,1,59,9,4,5,1,0,1,11880,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11137006011","011","30","298","11137","006",0,84240,NA,1,48,9,4,5,1,0,1,720,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11137006012","012","30","298","11137","006",0,169765,137213.5,1,60,9,4,7,1,0,1,2160,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11137006015","015","30","298","11137","006",0,85440,NA,1,60,9,4,2,1,0,1,2700,0,1,NA,1,0,30,0,8,NA,0,"2022 (n = 13939)",1
"11146020001","001","30","298","11146","020",0,195697,NA,1,47,9,5,4,1,0,1,2040,0,1,NA,1,0,35,0,8,NA,0,"2022 (n = 13939)",1
"11146020007","007","30","298","11146","020",0,102429,NA,1,49,9,5,4,1,0,1,4680,0,1,NA,1,0,35,0,8,NA,0,"2022 (n = 13939)",1
"11146020008","008","30","298","11146","020",0,96625,NA,1,54,9,5,4,1,0,1,2520,0,1,NA,1,0,35,0,8,NA,0,"2022 (n = 13939)",1
"11146020011","011","30","298","11146","020",0,181944,NA,1,44,9,5,7,1,0,1,1440,0,1,NA,1,0,35,0,8,NA,0,"2022 (n = 13939)",1
"11146020013","013","30","298","11146","020",0,155222,78350,1,50,9,5,5,1,0,1,2260,0,1,NA,1,0,35,0,8,NA,0,"2022 (n = 13939)",1
"11146020015","015","30","298","11146","020",0,110520,46647.5,1,60,9,5,2,1,0,1,1080,0,1,NA,1,0,35,0,8,NA,0,"2022 (n = 13939)",1
"11185010001","001","30","299","11185","010",0,281040,NA,1,68,12,10,5,1,0,1,1440,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010003","003","30","299","11185","010",0,559261,NA,1,42,9,10,5,1,0,1,4487,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010005","005","30","299","11185","010",0,257611,NA,1,62,9,10,4,1,0,1,2160,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010006","006","30","299","11185","010",0,243170,NA,1,43,12,10,8,1,0,1,2400,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010007","007","30","299","11185","010",0,246899,158120,1,64,9,10,5,1,0,1,21600,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010009","009","30","299","11185","010",0,65519,NA,1,51,9,10,4,0,1,0,1728,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010011","011","30","299","11185","010",0,239327,NA,1,32,12,10,4,1,0,1,621,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010014","014","30","299","11185","010",0,306048,NA,1,41,12,10,4,1,0,1,885,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11185010015","015","30","299","11185","010",0,249025,NA,1,51,9,10,4,1,0,0,3750,0,1,NA,1,0,1,1,5,100,1,"2022 (n = 13939)",1
"11200009001","001","30","299","11200","009",0,271056,NA,1,51,12,12,4,0,1,1,1080,0,1,NA,1,0,10,0,5,NA,1,"2022 (n = 13939)",1
"11200009002","002","30","299","11200","009",0,123048,NA,1,59,9,12,3,1,0,0,2210,0,1,NA,1,0,10,0,5,NA,1,"2022 (n = 13939)",1
"11200009003","003","30","299","11200","009",0,197879,NA,1,47,9,12,2,1,0,1,1080,0,1,NA,1,0,10,0,5,NA,1,"2022 (n = 13939)",1
"11200009004","004","30","299","11200","009",0,212831,NA,1,61,9,12,3,1,0,0,2520,0,1,NA,1,0,10,0,5,NA,1,"2022 (n = 13939)",1
"11200009006","006","30","299","11200","009",0,156493,NA,1,54,5,12,3,1,0,0,9350,0,1,NA,1,0,10,0,5,NA,1,"2022 (n = 13939)",1
"11200009007","007","30","299","11200","009",0,242398,NA,1,51,12,12,4,1,0,1,2700,0,1,NA,1,0,10,0,5,NA,1,"2022 (n = 13939)",1
