"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","STT","M4B11A5_C6","M4B11A5_C7","M4B11A5_C8","M4B11A5_C9","KYDIEUTRA"
"438","11","101","03214","008","007","03214008007",1,17,14,1,2,1
"439","11","101","03214","008","008","03214008008",0,9,7,1,4,1
"440","11","101","03214","008","008","03214008008",1,17,14,1,2,1
"441","11","101","03214","008","010","03214008010",0,9,7,1,4,1
"442","11","101","03214","008","010","03214008010",1,17,14,1,2,1
"443","11","101","03214","008","011","03214008011",0,13,10,2,4,1
"444","11","101","03214","008","011","03214008011",1,17,20,1,1,1
"445","11","101","03214","008","015","03214008015",0,13,5,1,5,1
"446","11","101","03214","008","015","03214008015",1,18,14,1,2,1
"447","11","099","03268","012","001","03268012001",1,17,20,7,3,1
"448","11","099","03268","012","002","03268012002",0,18,20,7,3,1
"449","11","099","03268","012","003","03268012003",0,18,20,5,3,1
"450","11","099","03268","012","004","03268012004",0,18,20,1,3,1
"451","11","099","03268","012","005","03268012005",1,NA,NA,NA,NA,1
"452","11","099","03268","012","006","03268012006",0,18,20,7,3,1
"453","11","099","03268","012","007","03268012007",0,17,20,1,4,1
"454","11","099","03268","012","008","03268012008",0,18,18,5,3,1
"455","11","099","03268","012","009","03268012009",0,7,16,5,3,1
"456","11","099","03268","012","010","03268012010",0,18,18,99,3,1
"457","11","099","03268","012","011","03268012011",0,18,21,7,3,1
"458","11","099","03268","012","012","03268012012",0,18,16,7,3,1
"459","11","099","03268","012","013","03268012013",0,18,22,99,3,1
"460","11","099","03268","012","014","03268012014",0,18,15,5,3,1
"461","11","099","03268","012","015","03268012015",0,18,15,7,1,1
"462","11","099","03295","020","001","03295020001",1,7,5,1,8,1
"463","11","099","03295","020","002","03295020002",1,NA,NA,NA,NA,1
"464","11","099","03295","020","003","03295020003",1,NA,NA,NA,NA,1
"465","11","099","03295","020","004","03295020004",1,NA,NA,NA,NA,1
"466","11","099","03295","020","006","03295020006",1,NA,NA,NA,NA,1
"467","11","099","03295","020","007","03295020007",1,NA,NA,NA,NA,1
"468","11","099","03295","020","008","03295020008",1,NA,NA,NA,NA,1
"469","11","099","03295","020","009","03295020009",1,NA,NA,NA,NA,1
"470","11","099","03295","020","010","03295020010",1,NA,NA,NA,NA,1
"471","11","099","03295","020","011","03295020011",1,NA,NA,NA,NA,1
"472","11","099","03295","020","012","03295020012",1,NA,NA,NA,NA,1
"473","11","099","03295","020","013","03295020013",1,NA,NA,NA,NA,1
"474","11","099","03295","020","014","03295020014",1,NA,NA,NA,NA,1
"475","11","099","03295","020","015","03295020015",1,NA,NA,NA,NA,1
"476","11","094","03316","010","003","03316010003",0,1,10,1,99,1
"477","11","094","03316","010","003","03316010003",1,1,12,1,99,1
"478","11","094","03316","010","004","03316010004",0,1,2,1,99,1
"479","11","094","03316","010","004","03316010004",1,1,2,1,99,1
"480","11","094","03316","010","005","03316010005",0,18,7,1,1,1
"481","11","094","03316","010","010","03316010010",0,18,7,1,0,1
"482","11","094","03316","010","011","03316010011",0,18,7,1,1,1
"483","11","094","03316","010","012","03316010012",0,18,8,1,1,1
"484","12","107","03457","001","003","03457001003",1,NA,NA,NA,NA,1
"485","12","107","03457","001","008","03457001008",1,NA,NA,NA,NA,1
"486","12","107","03457","001","009","03457001009",1,NA,NA,NA,NA,1
"487","12","107","03457","001","010","03457001010",1,NA,NA,NA,NA,1
"488","12","107","03457","001","012","03457001012",1,NA,NA,NA,NA,1
"489","12","107","03457","001","013","03457001013",1,NA,NA,NA,NA,1
"490","12","107","03457","001","014","03457001014",1,NA,NA,NA,NA,1
"491","12","108","03529","006","001","03529006001",0,11,15,6,4,1
"492","12","108","03529","006","002","03529006002",0,4,20,6,3,1
"493","12","108","03529","006","002","03529006002",1,3,15,6,3,1
"494","12","108","03529","006","003","03529006003",0,3,14,6,2,1
"495","12","108","03529","006","003","03529006003",1,3,10,6,1,1
"496","12","108","03529","006","004","03529006004",0,7,12,6,99,1
"497","12","108","03529","006","006","03529006006",1,6,10,6,99,1
"498","12","108","03529","006","007","03529006007",1,NA,NA,NA,NA,1
"499","12","108","03529","006","008","03529006008",0,6,7,1,10,1
"500","12","108","03529","006","009","03529006009",0,4,10,1,9,1
"501","12","108","03529","006","010","03529006010",0,5,7,1,10,1
"502","12","108","03529","006","012","03529006012",0,4,2,7,0,1
"503","12","108","03529","006","013","03529006013",0,3,5,5,1,1
"504","12","108","03529","006","014","03529006014",0,4,5,7,2,1
"505","12","108","03529","006","014","03529006014",1,4,1,5,1,1
"506","12","108","03529","006","015","03529006015",0,2,3,5,1,1
"507","12","109","03568","010","002","03568010002",0,8,10,1,20,1
"508","12","109","03568","010","003","03568010003",0,8,10,2,20,1
"509","12","109","03568","010","004","03568010004",0,4,15,2,20,1
"510","12","109","03568","010","005","03568010005",0,8,10,1,20,1
"511","12","109","03568","010","006","03568010006",0,3,20,1,20,1
"512","12","109","03568","010","007","03568010007",0,8,10,1,20,1
"513","12","109","03568","010","008","03568010008",0,8,10,1,20,1
"514","12","109","03568","010","010","03568010010",0,8,10,1,20,1
"515","12","109","03568","010","011","03568010011",0,2,10,1,20,1
"516","12","109","03568","010","012","03568010012",0,2,5,1,20,1
"517","12","109","03568","010","013","03568010013",0,8,10,1,20,1
"518","12","109","03568","010","014","03568010014",0,4,5,1,20,1
"519","12","109","03568","010","016","03568010016",0,8,10,1,20,1
"520","12","111","03613","018","001","03613018001",1,NA,NA,NA,NA,1
"521","12","111","03613","018","002","03613018002",1,NA,NA,NA,NA,1
"522","12","111","03613","018","003","03613018003",1,NA,NA,NA,NA,1
"523","12","111","03613","018","004","03613018004",1,NA,NA,NA,NA,1
"524","12","111","03613","018","009","03613018009",0,3,2,1,20,1
"525","12","111","03613","018","011","03613018011",1,NA,NA,NA,NA,1
"526","12","111","03613","018","015","03613018015",1,NA,NA,NA,NA,1
"527","12","110","03618","022","008","03618022008",0,1,5,6,3,1
"528","12","110","03618","022","009","03618022009",0,1,5,6,3,1
"529","12","110","03638","006","004","03638006004",1,NA,NA,NA,NA,1
"530","12","110","03638","006","005","03638006005",1,NA,NA,NA,NA,1
"531","12","110","03638","006","009","03638006009",1,1,12,7,5,1
"532","12","110","03638","006","015","03638006015",1,NA,NA,NA,NA,1
"533","14","118","03709","011","001","03709011001",0,8,1,5,1,1
"534","14","118","03709","011","001","03709011001",1,6,1,5,1,1
"535","14","118","03709","011","002","03709011002",0,11,4,6,2,1
"536","14","118","03709","011","002","03709011002",1,13,3,6,2,1
"537","14","118","03709","011","003","03709011003",0,11,2,5,1,1
"538","14","118","03709","011","004","03709011004",0,7,4,5,1,1
"539","14","118","03709","011","004","03709011004",1,12,3,6,99,1
"540","14","118","03709","011","005","03709011005",0,7,2,6,99,1
"541","14","118","03709","011","007","03709011007",0,7,2,6,99,1
"542","14","118","03709","011","008","03709011008",0,7,2,6,99,1
"543","14","118","03709","011","010","03709011010",0,5,1,6,99,1
"544","14","118","03709","011","012","03709011012",0,7,2,6,99,1
"545","14","118","03709","011","013","03709011013",0,7,4,6,2,1
"546","14","118","03709","011","013","03709011013",1,11,2,6,99,1
"547","14","118","03709","011","014","03709011014",0,9,2,6,1,1
"548","14","119","03751","003","003","03751003003",0,2,10,6,3,1
"549","14","119","03751","003","003","03751003003",1,7,15,6,2,1
"550","14","119","03751","003","003","03751003003",2,10,10,6,2,1
"551","14","119","03751","003","004","03751003004",0,6,10,7,2,1
"552","14","119","03751","003","004","03751003004",1,15,10,7,3,1
"553","14","119","03751","003","005","03751003005",0,2,10,6,2,1
"554","14","119","03751","003","005","03751003005",1,8,5,6,3,1
"555","14","119","03751","003","006","03751003006",0,8,5,6,99,1
"556","14","119","03751","003","007","03751003007",0,6,10,6,99,1
"557","14","119","03751","003","009","03751003009",0,10,0,6,99,1
"558","14","119","03751","003","010","03751003010",0,10,5,6,99,1
"559","14","119","03751","003","011","03751003011",0,3,5,99,99,1
"560","14","119","03751","003","011","03751003011",1,6,7,99,99,1
"561","14","119","03751","003","011","03751003011",2,9,7,99,99,1
"562","14","119","03751","003","011","03751003011",3,13,7,99,99,1
"563","14","119","03751","003","011","03751003011",4,14,7,99,99,1
"564","14","119","03751","003","013","03751003013",0,6,5,3,99,1
"565","14","119","03751","003","013","03751003013",1,10,5,99,99,1
"566","14","119","03751","003","014","03751003014",0,3,7,99,99,1
"567","14","119","03751","003","014","03751003014",1,7,7,99,99,1
"568","14","119","03751","003","014","03751003014",2,12,5,99,99,1
"569","14","119","03751","003","015","03751003015",0,2,30,7,99,1
"570","14","119","03751","003","015","03751003015",1,9,20,7,99,1
"571","14","119","03751","003","015","03751003015",2,13,20,7,99,1
"572","14","119","03766","005","002","03766005002",0,13,3,99,5,1
"573","14","119","03766","005","006","03766005006",0,3,10,6,99,1
"574","14","119","03766","005","006","03766005006",1,11,5,99,99,1
"575","14","119","03766","005","007","03766005007",0,3,10,6,99,1
"576","14","119","03766","005","007","03766005007",1,7,15,6,99,1
"577","14","119","03766","005","008","03766005008",0,3,10,6,99,1
"578","14","119","03766","005","008","03766005008",1,7,10,6,99,1
"579","14","119","03766","005","009","03766005009",0,3,10,6,99,1
"580","14","119","03766","005","010","03766005010",0,4,10,6,99,1
"581","14","119","03766","005","011","03766005011",1,NA,NA,NA,NA,1
"582","14","119","03766","005","012","03766005012",0,6,3,99,99,1
"583","14","119","03766","005","012","03766005012",1,11,5,99,99,1
"584","14","119","03766","005","012","03766005012",2,13,3,99,99,1
"585","14","119","03766","005","013","03766005013",0,5,5,5,99,1
"586","14","119","03766","005","013","03766005013",1,9,7,5,99,1
"587","14","119","03766","005","013","03766005013",2,14,7,6,99,1
"588","14","119","03766","005","014","03766005014",1,5,3,7,99,1
"589","14","121","03859","012","007","03859012007",0,4,0,1,4,1
"590","14","123","04030","011","001","04030011001",0,6,5,1,8,1
"591","14","123","04030","011","001","04030011001",1,17,15,1,5,1
"592","14","123","04030","011","002","04030011002",0,5,5,1,8,1
"593","14","123","04030","011","002","04030011002",1,16,15,1,5,1
"594","14","123","04030","011","003","04030011003",0,6,5,1,7,1
"595","14","123","04030","011","003","04030011003",1,16,15,1,5,1
"596","14","123","04030","011","005","04030011005",1,NA,NA,NA,NA,1
"597","14","123","04030","011","006","04030011006",1,NA,NA,NA,NA,1
"598","14","123","04030","011","007","04030011007",0,11,1,1,5,1
"599","14","123","04030","011","007","04030011007",1,5,2,1,3,1
"600","14","123","04030","011","007","04030011007",2,11,2,1,1,1
"601","14","123","04030","011","008","04030011008",0,9,2,1,5,1
"602","14","123","04030","011","010","04030011010",0,4,4,1,99,1
"603","14","123","04030","011","010","04030011010",1,8,3,1,99,1
"604","14","123","04030","011","010","04030011010",2,18,7,1,99,1
"605","14","123","04030","011","011","04030011011",0,4,3,1,99,1
"606","14","123","04030","011","011","04030011011",1,8,3,1,99,1
"607","14","123","04030","011","011","04030011011",2,13,4,1,99,1
"608","14","123","04030","011","011","04030011011",3,18,7,1,99,1
"609","14","123","04030","011","012","04030011012",0,2,3,1,99,1
"610","14","123","04030","011","012","04030011012",1,4,2,1,99,1
"611","14","123","04030","011","012","04030011012",3,18,5,1,99,1
"612","14","123","04030","011","013","04030011013",1,NA,NA,NA,NA,1
"613","14","123","04030","011","015","04030011015",1,NA,NA,NA,NA,1
"614","14","128","04056","007","001","04056007001",0,0,20,99,99,1
"615","14","128","04056","007","003","04056007003",0,16,15,5,3,1
"616","14","128","04056","007","004","04056007004",0,4,3,1,99,1
"617","14","128","04056","007","004","04056007004",1,8,3,1,99,1
"618","14","128","04056","007","004","04056007004",2,14,3,1,99,1
"619","14","128","04056","007","004","04056007004",3,18,7,1,99,1
"620","14","128","04056","007","005","04056007005",0,4,3,1,99,1
"621","14","128","04056","007","005","04056007005",1,8,3,1,99,1
"622","14","128","04056","007","005","04056007005",2,14,3,1,99,1
"623","14","128","04056","007","005","04056007005",3,18,7,1,99,1
"624","14","128","04056","007","006","04056007006",0,4,3,1,99,1
"625","14","128","04056","007","006","04056007006",1,8,5,1,99,1
"626","14","128","04056","007","006","04056007006",2,14,3,1,99,1
"627","14","128","04056","007","006","04056007006",3,18,7,1,99,1
"628","14","128","04056","007","009","04056007009",0,0,30,99,99,1
"629","14","128","04056","007","010","04056007010",0,3,6,1,5,1
"630","14","128","04056","007","010","04056007010",1,15,6,1,3,1
"631","14","128","04056","007","011","04056007011",0,3,5,1,3,1
"632","14","128","04056","007","011","04056007011",1,11,5,1,5,1
"633","14","128","04056","007","012","04056007012",0,7,5,1,3,1
"634","14","128","04056","007","012","04056007012",1,15,5,1,5,1
"635","14","128","04056","007","015","04056007015",0,0,20,99,99,1
"636","14","124","04087","007","001","04087007001",0,5,7,1,5,1
"637","14","124","04087","007","001","04087007001",1,17,20,1,0,1
"638","14","124","04087","007","003","04087007003",1,NA,NA,NA,NA,1
"639","14","124","04087","007","004","04087007004",0,4,7,2,5,1
"640","14","124","04087","007","004","04087007004",1,16,17,2,2,1
"641","14","124","04087","007","005","04087007005",0,4,7,2,5,1
"642","14","124","04087","007","005","04087007005",1,16,15,2,0,1
"643","14","124","04087","007","006","04087007006",0,5,8,1,4,1
"644","14","124","04087","007","006","04087007006",1,16,18,1,2,1
"645","14","124","04087","007","007","04087007007",0,1,20,2,5,1
"646","14","124","04087","007","007","04087007007",1,17,15,3,0,1
"647","14","124","04087","007","008","04087007008",0,5,6,1,5,1
"648","14","124","04087","007","008","04087007008",1,17,15,1,2,1
"649","14","124","04087","007","009","04087007009",0,4,7,1,5,1
"650","14","124","04087","007","009","04087007009",1,15,20,1,0,1
"651","14","124","04087","007","011","04087007011",0,4,7,1,5,1
"652","14","124","04087","007","011","04087007011",1,16,20,1,0,1
"653","14","124","04087","007","013","04087007013",0,4,7,2,4,1
"654","14","124","04087","007","013","04087007013",1,16,15,2,1,1
"655","14","124","04087","007","014","04087007014",0,8,15,1,5,1
"656","14","124","04087","007","014","04087007014",1,16,15,1,0,1
"657","14","126","04180","003","005","04180003005",0,3,2,5,99,1
"658","14","126","04180","003","005","04180003005",1,5,3,5,99,1
"659","14","126","04180","003","005","04180003005",2,13,5,5,99,1
"660","14","126","04180","003","006","04180003006",0,2,2,5,99,1
"661","14","126","04180","003","006","04180003006",1,5,2,5,99,1
"662","14","126","04180","003","006","04180003006",3,2,2,5,99,1
"663","14","126","04180","003","007","04180003007",0,3,2,5,99,1
"664","14","126","04180","003","007","04180003007",1,5,2,5,99,1
"665","14","126","04180","003","011","04180003011",0,2,15,5,2,1
"666","14","126","04180","003","015","04180003015",0,5,2,5,99,1
"667","14","126","04180","003","015","04180003015",1,15,5,5,99,1
"668","15","133","04285","001","003","04285001003",0,6,1,1,2,1
"669","15","133","04285","001","006","04285001006",1,NA,NA,NA,NA,1
"670","15","133","04285","001","008","04285001008",1,NA,NA,NA,NA,1
"671","15","133","04285","001","009","04285001009",0,18,3,1,5,1
"672","15","133","04285","001","011","04285001011",1,NA,NA,NA,NA,1
"673","15","135","04318","008","001","04318008001",0,17,15,1,99,1
"674","15","135","04318","008","003","04318008003",0,2,5,1,99,1
"675","15","135","04318","008","003","04318008003",1,17,8,1,99,1
"676","15","135","04318","008","004","04318008004",0,17,10,1,10,1
"677","15","135","04318","008","005","04318008005",0,5,7,6,99,1
"678","15","135","04318","008","005","04318008005",1,7,5,6,99,1
"679","15","135","04318","008","005","04318008005",2,16,10,1,99,1
"680","15","135","04318","008","006","04318008006",0,17,13,1,99,1
"681","15","135","04318","008","008","04318008008",0,7,5,1,99,1
"682","15","135","04318","008","008","04318008008",1,17,3,1,99,1
"683","15","135","04318","008","010","04318008010",0,16,15,1,99,1
"684","15","135","04318","008","012","04318008012",0,17,10,1,99,1
"685","15","135","04318","008","013","04318008013",0,17,9,1,99,1
"686","15","135","04318","008","014","04318008014",0,7,10,5,99,1
"687","15","135","04318","008","014","04318008014",1,17,15,1,99,1
"688","15","135","04318","008","016","04318008016",0,6,5,1,99,1
"689","15","135","04318","008","016","04318008016",1,17,5,1,99,1
"690","15","136","04399","007","010","04399007010",1,NA,NA,NA,NA,1
"691","15","137","04459","006","001","04459006001",0,17,7,1,99,1
"692","15","137","04459","006","002","04459006002",1,NA,NA,NA,NA,1
"693","15","137","04459","006","003","04459006003",0,16,7,1,99,1
"694","15","137","04459","006","005","04459006005",0,16,7,1,99,1
"695","15","137","04459","006","007","04459006007",0,17,7,1,99,1
"696","15","137","04459","006","008","04459006008",0,16,15,1,5,1
"697","15","137","04459","006","008","04459006008",2,16,0,1,5,1
"698","15","137","04459","006","009","04459006009",0,17,7,1,99,1
"699","15","137","04459","006","011","04459006011",0,17,5,1,99,1
