"","IDHO","HOSO","MATINH","MAHUYEN","MAXA","MADIABAN","DANTOCCHUHO","THUNHAP","TONGCHITIEU","ethnic","rls_head","age","edu_grade","KYDIEUTRA","n_member","male","female","internet","land_area_1","land_area_2","land_area_5","land_area_7","land_area_4","land_area_3","land_area_6","land_area_sum","land_ha","poor_commune","dummy_main_str","dist_main_str","type_main_str","disease_1","disease_2","disease_3","road","road_cement_asphalt","road_dirt_earth","road_gravel","road_tar_on_gravel","dummy_local_market_daily","dummy_local_market_periodic","dummy_local_market_wholesale","dist_market_daily","dist_market_periodic","dist_market_wholesale","dummy_irrigation","dist_irrigation","dummy_protection_staff","irrigation_info_1","irrigation_info_2","irrigation_info_3","farmer_participation_pct","ag_challenge_1","ag_challenge_2","ag_challenge_3","panel"
"5537","09334015007","007","27","260","09334","015",1,438631,0,0,1,49,9,9,4,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,5,14,7,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,1,1,NA,NA,NA,NA,8,3,NA,"2022 (n = 13885)"
"5538","09334015009","009","27","260","09334","015",1,65593,NA,0,1,63,9,9,3,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,5,14,7,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,1,1,NA,NA,NA,NA,8,3,NA,"2022 (n = 13885)"
"5539","09334015010","010","27","260","09334","015",1,392619,NA,0,1,47,12,9,6,1,0,0,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,5,14,7,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,1,1,NA,NA,NA,NA,8,3,NA,"2022 (n = 13885)"
"5540","09334015011","011","27","260","09334","015",1,73404,NA,0,1,61,5,9,3,1,0,1,1056,NA,NA,NA,NA,NA,NA,1056,0.1056,0,1,NA,1,5,14,7,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,1,1,NA,NA,NA,NA,8,3,NA,"2022 (n = 13885)"
"5541","09337005005","005","27","260","09337","005",1,557644,NA,0,1,53,12,9,6,1,0,1,2880,NA,NA,NA,NA,NA,NA,2880,0.288,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5542","09337005006","006","27","260","09337","005",1,122507,NA,0,1,65,9,9,3,0,1,0,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5543","09337005007","007","27","260","09337","005",1,191520,NA,0,1,44,9,9,4,1,0,0,3120,NA,NA,NA,NA,NA,NA,3120,0.312,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5544","09337005011","011","27","260","09337","005",1,274197,NA,0,1,49,10,9,2,0,1,1,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5545","09337005012","012","27","260","09337","005",1,347710,171806.5,0,1,67,12,9,8,1,0,0,1440,NA,NA,NA,NA,NA,NA,1440,0.144,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5546","09337005014","014","27","260","09337","005",1,513155,NA,0,1,54,9,9,7,1,0,1,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5547","09337005015","015","27","260","09337","005",1,337343,NA,0,1,54,9,9,7,1,0,1,2520,NA,NA,NA,NA,NA,NA,2520,0.252,0,1,NA,1,13,14,5,"cement_asphalt",1,0,0,0,1,0,0,NA,3,8,0,4,1,NA,NA,NA,NA,10,3,2,"2022 (n = 13885)"
"5548","09352016003","003","27","260","09352","016",1,360187,NA,0,1,49,9,11,5,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5549","09352016004","004","27","260","09352","016",1,270233,NA,0,1,50,12,11,5,1,0,1,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5550","09352016005","005","27","260","09352","016",1,251088,NA,0,1,33,12,11,4,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5551","09352016007","007","27","260","09352","016",1,101569,NA,0,1,52,9,11,4,0,1,1,2880,NA,NA,NA,NA,NA,NA,2880,0.288,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5552","09352016008","008","27","260","09352","016",1,312623,0,0,1,63,12,11,6,1,0,1,2520,NA,NA,NA,NA,NA,NA,2520,0.252,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5553","09352016009","009","27","260","09352","016",1,438719,NA,0,1,46,9,11,5,1,0,1,2160,NA,NA,NA,NA,NA,NA,2160,0.216,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5554","09352016011","011","27","260","09352","016",1,184703,NA,0,1,40,6,11,4,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5555","09352016012","012","27","260","09352","016",1,245518.5,NA,0,1,37,9,11,5,1,0,1,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5556","09352016014","014","27","260","09352","016",1,121079,64724,0,1,48,7,11,2,0,1,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,4,7,8,"cement_asphalt",1,0,0,0,1,0,0,NA,4,4,0,13,1,NA,NA,NA,NA,1,2,4,"2022 (n = 13885)"
"5557","09367014008","008","27","261","09367","014",1,334379,NA,0,1,73,6,4,5,0,1,0,1440,NA,NA,NA,NA,NA,NA,1440,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"5558","09391017003","003","27","261","09391","017",1,177122,0,0,1,33,12,9,6,1,0,1,720,NA,NA,NA,NA,NA,NA,720,0.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"5559","09391017008","008","27","261","09391","017",1,296826,NA,0,1,44,6,9,5,1,0,1,360,NA,NA,NA,NA,NA,NA,360,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"5560","09397010004","004","27","261","09397","010",1,145871,0,0,1,60,12,2,3,0,1,1,360,NA,NA,NA,NA,NA,NA,360,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022 (n = 13885)"
"5561","09415009001","001","27","262","09415","009",1,134100,NA,0,1,66,9,10,3,1,0,1,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5562","09415009002","002","27","262","09415","009",1,120312,NA,0,1,52,9,10,3,1,0,1,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5563","09415009003","003","27","262","09415","009",1,232848,NA,0,1,63,9,10,6,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5564","09415009005","005","27","262","09415","009",1,168117,NA,0,1,47,2,10,6,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5565","09415009006","006","27","262","09415","009",1,246239,NA,0,1,64,5,10,6,1,0,1,1440,NA,NA,NA,NA,NA,NA,1440,0.144,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5566","09415009008","008","27","262","09415","009",1,230079,NA,0,1,44,9,10,7,1,0,0,1560,NA,NA,NA,NA,NA,NA,1560,0.156,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5567","09415009009","009","27","262","09415","009",1,215759,164810.5,0,1,46,7,10,5,1,0,1,3240,NA,NA,NA,NA,NA,NA,3240,0.324,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5568","09415009010","010","27","262","09415","009",1,185952,NA,0,1,43,12,10,4,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5569","09415009011","011","27","262","09415","009",1,212341,NA,0,1,30,12,10,5,1,0,1,1260,NA,NA,NA,NA,NA,NA,1260,0.126,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5570","09415009012","012","27","262","09415","009",1,304777,NA,0,1,65,11,10,6,1,0,0,2160,NA,NA,NA,NA,NA,NA,2160,0.216,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5571","09415009015","015","27","262","09415","009",1,169260,NA,0,1,68,5,10,7,0,1,0,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,2,13,14,5,"tar_on_gravel",0,0,0,1,1,0,0,NA,0.1,4,0,7,0,NA,NA,NA,NA,5,1,9,"2022 (n = 13885)"
"5572","09436005003","003","27","262","09436","005",1,86974,0,0,1,70,4,1,2,0,1,0,480,NA,NA,NA,NA,NA,NA,480,0.048,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5573","09436005006","006","27","262","09436","005",1,235681,0,0,1,49,12,1,5,1,0,1,912,NA,NA,NA,NA,NA,NA,912,0.0912,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5574","09436005007","007","27","262","09436","005",1,170690,0,0,1,47,9,1,4,1,0,1,612,NA,NA,NA,NA,NA,NA,612,0.0612,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5575","09436005008","008","27","262","09436","005",1,185766,0,0,1,70,5,1,6,0,1,0,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5576","09436005009","009","27","262","09436","005",1,121389,0,0,1,41,9,1,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5577","09436005011","011","27","262","09436","005",1,424319,0,0,1,57,9,1,5,1,0,0,1980,NA,NA,NA,NA,NA,NA,1980,0.198,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5578","09436005012","012","27","262","09436","005",1,131820,0,0,1,55,7,1,5,0,1,0,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5579","09436005015","015","27","262","09436","005",1,186865,82279.5,0,1,47,12,1,4,1,0,1,600,NA,100,NA,NA,NA,NA,700,0.07,0,1,NA,2,5,13,14,"tar_on_gravel",0,0,0,1,0,0,0,0.5,-1,-1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5580","09445015001","001","27","262","09445","015",1,78598,NA,0,1,59,7,7,2,1,0,1,2340,NA,NA,NA,NA,NA,NA,2340,0.234,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5581","09445015002","002","27","262","09445","015",1,120316,0,0,1,63,12,7,2,1,0,0,6480,1000,NA,NA,3600,NA,NA,11080,1.108,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5582","09445015004","004","27","262","09445","015",1,62642,0,0,1,72,5,7,2,0,1,0,1080,NA,360,NA,NA,NA,NA,1440,0.144,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5583","09445015006","006","27","262","09445","015",1,546422,NA,0,1,41,5,7,5,1,0,1,1448,NA,210,NA,NA,NA,NA,1658,0.1658,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5584","09445015010","010","27","262","09445","015",1,275977,NA,0,1,32,12,7,6,1,0,1,3240,NA,NA,NA,NA,NA,NA,3240,0.324,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5585","09445015011","011","27","262","09445","015",1,234144,0,0,1,60,9,7,3,0,1,0,600,NA,NA,NA,NA,NA,NA,600,0.06,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5586","09445015012","012","27","262","09445","015",1,131460,NA,0,1,67,9,7,5,1,0,0,3600,NA,NA,NA,NA,NA,NA,3600,0.36,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5587","09445015014","014","27","262","09445","015",1,373346,0,0,1,45,9,7,4,1,0,1,3600,NA,NA,NA,NA,NA,NA,3600,0.36,0,1,NA,1,13,16,5,"cement_asphalt",1,0,0,0,0,0,0,2,-1,-1,0,5,1,NA,NA,NA,NA,4,5,1,"2022 (n = 13885)"
"5588","09448007001","001","27","262","09448","007",1,223919,0,0,1,41,6,5,5,0,1,1,540,NA,NA,NA,NA,NA,NA,540,0.054,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5589","09448007002","002","27","262","09448","007",1,377792,0,0,1,57,9,5,6,1,0,1,432,NA,NA,NA,NA,NA,NA,432,0.0432,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5590","09448007003","003","27","262","09448","007",1,206736,0,0,1,48,5,5,4,1,0,0,2160,NA,NA,NA,NA,NA,NA,2160,0.216,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5591","09448007006","006","27","262","09448","007",1,92340,0,0,1,44,9,5,3,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5592","09448007007","007","27","262","09448","007",1,170029,0,0,1,53,12,5,3,1,0,1,840,NA,NA,NA,NA,NA,NA,840,0.084,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5593","09448007008","008","27","262","09448","007",1,114723,0,0,1,37,12,5,4,1,0,1,240,NA,NA,NA,NA,NA,NA,240,0.024,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5594","09448007009","009","27","262","09448","007",1,289103,0,0,1,48,9,5,4,1,0,1,3240,NA,NA,NA,NA,NA,NA,3240,0.324,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5595","09448007010","010","27","262","09448","007",1,385277,0,0,1,63,9,5,6,1,0,0,3600,NA,NA,NA,NA,NA,NA,3600,0.36,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5596","09448007011","011","27","262","09448","007",1,77577,0,0,1,51,9,5,3,1,0,1,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5597","09448007012","012","27","262","09448","007",1,264767,133860,0,1,46,6,5,4,1,0,1,1080,NA,NA,NA,NA,NA,NA,1080,0.108,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5598","09448007014","014","27","262","09448","007",1,261299,98941,0,1,58,9,5,5,1,0,1,2520,NA,NA,NA,NA,NA,NA,2520,0.252,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5599","09448007015","015","27","262","09448","007",1,170999,0,0,1,41,7,5,6,1,0,1,1320,NA,NA,NA,NA,NA,NA,1320,0.132,0,1,NA,1,5,13,15,"cement_asphalt",1,0,0,0,0,0,0,3,1,1,0,8,0,NA,NA,NA,NA,5,4,1,"2022 (n = 13885)"
"5600","09469002001","001","27","263","09469","002",1,91775,0,0,1,57,5,8,2,1,0,0,2160,NA,NA,NA,NA,NA,NA,2160,0.216,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5601","09469002002","002","27","263","09469","002",1,27623,0,0,1,69,5,8,2,1,0,0,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5602","09469002003","003","27","263","09469","002",1,71784,66715,0,1,62,9,8,3,1,0,0,1750,NA,NA,NA,NA,NA,NA,1750,0.175,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5603","09469002004","004","27","263","09469","002",1,32629,NA,0,1,65,5,8,1,0,1,0,1260,NA,50,NA,NA,NA,NA,1310,0.131,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5604","09469002005","005","27","263","09469","002",1,55895,0,0,1,56,9,8,1,0,1,0,2920,NA,NA,NA,NA,NA,NA,2920,0.292,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5605","09469002007","007","27","263","09469","002",1,72190,86675.5,0,1,43,9,8,4,0,1,0,2120,NA,NA,NA,NA,NA,NA,2120,0.212,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5606","09469002008","008","27","263","09469","002",1,76142,0,0,1,62,9,8,5,1,0,0,1750,NA,NA,NA,NA,NA,NA,1750,0.175,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5607","09469002011","011","27","263","09469","002",1,98255,0,0,1,66,9,8,2,0,1,0,1440,NA,540,NA,NA,NA,NA,1980,0.198,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5608","09469002018","018","27","263","09469","002",1,471702,0,0,1,45,5,8,5,1,0,1,4140,NA,NA,60,NA,NA,NA,4200,0.42,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,3,2,30,0,6,0,NA,NA,NA,NA,3,5,4,"2022 (n = 13885)"
"5609","09493003001","001","27","263","09493","003",1,19655,NA,0,1,61,9,6,2,1,0,1,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5610","09493003002","002","27","263","09493","003",1,73403,0,0,1,59,12,6,3,1,0,0,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5611","09493003003","003","27","263","09493","003",1,440489,136800.5,0,1,52,9,6,3,1,0,1,1800,NA,NA,NA,7200,NA,NA,9000,0.9,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5612","09493003004","004","27","263","09493","003",1,41542,NA,0,1,75,5,6,3,1,0,1,1704,NA,NA,NA,NA,NA,NA,1704,0.1704,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5613","09493003005","005","27","263","09493","003",1,593996,0,0,1,33,12,6,9,1,0,1,1980,NA,NA,NA,NA,NA,NA,1980,0.198,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5614","09493003006","006","27","263","09493","003",1,102288,0,0,1,41,5,6,4,0,1,1,2210,NA,NA,NA,NA,NA,NA,2210,0.221,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5615","09493003007","007","27","263","09493","003",1,182782,0,0,1,42,5,6,2,1,0,1,1440,NA,NA,NA,NA,NA,NA,1440,0.144,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5616","09493003008","008","27","263","09493","003",1,124824,60147,0,1,59,9,6,2,1,0,1,720,NA,NA,NA,NA,NA,NA,720,0.072,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5617","09493003009","009","27","263","09493","003",1,58655,0,0,1,77,5,6,2,1,0,0,1320,NA,360,NA,600,NA,NA,2280,0.228,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5618","09493003010","010","27","263","09493","003",1,254952,0,0,1,64,7,6,6,1,0,1,2880,NA,50,NA,NA,NA,NA,2930,0.293,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5619","09493003011","011","27","263","09493","003",1,759841,0,0,1,42,12,6,5,1,0,1,4320,NA,NA,NA,NA,NA,NA,4320,0.432,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5620","09493003012","012","27","263","09493","003",1,217300,0,0,1,45,7,6,4,0,1,1,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5621","09493003014","014","27","263","09493","003",1,147815,0,0,1,56,6,6,3,1,0,0,1800,NA,NA,NA,NA,NA,NA,1800,0.18,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
"5622","09493003015","015","27","263","09493","003",1,210238,0,0,1,33,9,6,4,1,0,1,2160,NA,NA,NA,NA,NA,NA,2160,0.216,0,1,NA,1,17,NA,NA,"cement_asphalt",1,0,0,0,0,0,0,2,2,2,0,3,0,NA,NA,NA,NA,3,8,NA,"2022 (n = 13885)"
