"","MATINH","MAHUYEN","MAXA","MADIABAN","HOSO","IDHO","M4B11A2_C1","M4B11A2_C2A","M4B11A2_C2B","M4B11A2_C3","M4B11A2_C4A","M4B11A2_C4B","M4B11A2_C5","M4B11A2_C6","M4B11A3_C1","M4B11A3_C2","M4B11A3_C2B","M4B11A4_C1","M4B11A5_C1","M4B11A5_C1_GHIRO","M4B11A5_C3","M4B11A5_C4","M4B11A5_C5","M4B11A6_C1","M4B11A6_C21","M4B11A6_C22","M4B11A6_C23","M4B11A6_C24","M4B11A6_C24_GHIRO","M4B11A6_C3","M4B11A6_C4","M4B11A6_C4_GHIRO","M4B11A6_C5","M4B11A6_C6","M4B11A6_C7","M4B11A7_C11","M4B11A7_C12","M4B11A7_C13","M4B11A7_C14","KYDIEUTRA"
"8499","14","125","04117","004","001","04117004001",1,2,2,30,NA,NA,99,"C97",0,NA,1,1,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8500","14","125","04117","004","003","04117004003",1,2,2,99,NA,NA,99,"C97",1,1,NA,1,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8501","14","125","04117","004","005","04117004005",1,2,2.4,99,NA,NA,99,"C87",1,1,NA,2,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8502","14","125","04117","004","008","04117004008",5,2,2,10,2,2,2,"nếp 87",2,2,NA,3,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8503","14","125","04117","004","009","04117004009",5,2,2,99,NA,NA,2,"nếp 87",2,2,NA,3,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8504","14","125","04117","004","012","04117004012",5,2,1.1,10,2,1,1,"C97",2,2,NA,2,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8505","14","125","04117","004","002","04117004002",1,2,2,99,NA,NA,99,"C97",2,2,NA,2,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,2,99,99,3
"8506","14","128","04058","001","004","04058001004",1,2,1,5,2,1,1,"bc15",2,2,NA,1,4,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,99,3
"8507","14","128","04058","001","013","04058001013",5,99,15,NA,NA,NA,1,"bc15",3,1,NA,2,3,"",2,2,1,2,2,2,1,2,"",NA,3,"",NA,2,2,99,1,99,99,3
"8508","14","128","04058","001","014","04058001014",5,99,18,NA,NA,NA,1,"BC15",4,4,NA,1,4,"",2,2,1,3,2,2,1,2,"",NA,1,"",NA,2,1,2,2,2,2,3
"8509","14","128","04058","001","003","04058001003",5,2,1,5,2,1,1,"bc15",2,1,NA,1,4,"",2,2,0,2,2,2,1,2,"",NA,1,"",NA,2,2,2,99,99,99,3
"8510","14","128","04058","001","011","04058001011",4,99,14,NA,NA,NA,99,"nếp 87",2,2,NA,2,4,"",99,2,0,3,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8511","14","128","04058","001","001","04058001001",4,2,2,3,2,5,1,"PC15",2,2,NA,2,4,"",2,2,2,2,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8512","14","128","04058","001","010","04058001010",1,2,2,10,2,2,1,"bc15",3,2,NA,2,3,"",2,2,2,2,2,2,1,2,"",NA,1,"",NA,2,2,2,2,2,2,3
"8513","14","128","04058","001","002","04058001002",5,2,1,5,2,1,1,"BC 15",1,1,NA,1,4,"",2,2,0,3,2,2,1,2,"",NA,1,"",NA,2,2,2,2,2,2,3
"8514","14","128","04058","001","012","04058001012",4,99,16,NA,NA,NA,2,"bc15",2,2,NA,1,4,"",2,2,1,3,2,2,1,2,"",NA,1,"",NA,2,1,2,2,2,2,3
"8515","14","128","04058","001","009","04058001009",4,2,2,1,2,2,2,"PC15",2,2,NA,2,4,"",2,2,2,2,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8516","14","128","04058","001","005","04058001005",1,2,4,5,2,2,1,"bc15",3,2,NA,1,3,"",2,2,1,2,2,2,1,2,"",NA,1,"",NA,2,2,2,2,2,2,3
"8517","15","135","04345","006","002","04345006002",1,2,2,99,NA,NA,1,"838",2,2,NA,2,4,"",2,2,2,3,2,2,1,2,"",NA,3,"",NA,2,1,99,99,99,99,3
"8518","15","135","04345","006","005","04345006005",5,2,1,99,NA,NA,1,"thái bình",3,1,NA,2,4,"",2,2,0,3,1,2,2,2,"",1,2,"",NA,2,1,2,2,2,2,3
"8519","15","135","04345","006","001","04345006001",1,2,5,99,NA,NA,1,"Thái Bình",5,3,NA,2,4,"",2,2,1,3,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8520","15","135","04345","006","003","04345006003",1,2,8,99,NA,NA,1,"838",2,2,NA,2,4,"",2,2,2,3,2,2,1,2,"",NA,2,"",NA,2,2,1,99,99,99,3
"8521","15","135","04345","006","013","04345006013",1,2,1,99,NA,NA,1,"thụy hương",2,1,NA,2,4,"",2,2,2,3,1,2,2,2,"",1,2,"",NA,2,2,2,2,2,2,3
"8522","15","135","04345","006","004","04345006004",5,2,1,99,NA,NA,1,"thái bình",3,3,NA,2,4,"",99,2,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8523","15","135","04345","006","006","04345006006",4,2,1,99,NA,NA,1,"thái bình",2,2,NA,2,4,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,1,2,2,2,2,3
"8524","15","135","04345","006","015","04345006015",1,2,1.2,99,NA,NA,1,"thái xuyên",2,1,NA,2,4,"",2,2,2,3,1,2,2,2,"",2,2,"",NA,2,2,2,2,2,2,3
"8525","15","135","04345","006","007","04345006007",4,2,1,99,NA,NA,1,"Thái xuyên",3,2,NA,2,4,"",2,2,0,3,1,2,2,2,"",2,2,"",NA,2,1,2,2,2,2,3
"8526","15","135","04345","006","012","04345006012",1,2,1.2,99,NA,NA,2,"thái bình",2,1,NA,2,4,"",2,2,2,3,1,2,2,2,"",3,2,"",NA,2,2,2,2,2,2,3
"8527","15","135","04345","006","009","04345006009",4,2,1.2,2,2,1.3,1,"thái bình",2,1,NA,2,4,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8528","15","135","04345","006","008","04345006008",4,2,1,3,2,1.2,1,"thái bình",2,1,NA,2,4,"",2,2,1,3,1,2,2,2,"",2,2,"",NA,2,2,99,99,99,99,3
"8529","15","135","04345","006","016","04345006016",4,2,1,99,NA,NA,1,"thái bình",2,1,NA,2,4,"",99,2,1,3,1,2,2,2,"",1,2,"",NA,2,2,99,99,99,99,3
"8530","15","135","04345","006","014","04345006014",1,2,1.1,99,NA,NA,1,"thái bình",1,1,NA,2,4,"",2,2,1,3,1,2,2,2,"",2,2,"",NA,2,2,2,2,2,2,3
"8531","15","136","04396","002","008","04396002008",5,2,1,99,NA,NA,99,"lúa thái bình",1,1,NA,2,5,"lấy từ mương vào",99,NA,0,1,1,2,2,2,"",2,2,"",NA,2,1,99,99,99,99,3
"8532","15","136","04396","002","007","04396002007",5,2,2,99,NA,NA,1,"HC1",3,2,NA,3,4,"",2,2,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,2,2,3
"8533","15","136","04396","002","011","04396002011",4,2,1,2,3,1,1,"512",1,1,NA,1,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8534","15","138","04504","003","001","04504003001",5,2,1,99,NA,NA,1,"thái bình",3,2,NA,2,4,"",99,2,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,2,3
"8535","15","138","04570","010","012","04570010012",1,2,1,3,2,1,1,"thiên ưu 8",3,2,NA,2,1,"",99,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,2,2,2,3
"8536","15","138","04570","010","004","04570010004",5,2,2,99,NA,NA,1,"Hương thơm",2,2,NA,2,1,"",99,NA,1,2,1,2,2,2,"",8,2,"",NA,2,2,99,99,99,99,3
"8537","15","138","04570","010","008","04570010008",1,2,1.2,99,NA,NA,1,"giống lúa lai",3,3,NA,1,5,"nước suối",2,NA,1,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8538","15","138","04570","010","007","04570010007",1,2,1,99,NA,NA,1,"thiên ưu 8",3,2,NA,2,1,"",99,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,2,2,2,3
"8539","15","138","04570","010","003","04570010003",4,2,1,99,NA,NA,1,"ht1",2,2,NA,2,1,"",99,NA,1,2,1,2,2,2,"",8,2,"",NA,2,2,99,99,99,99,3
"8540","15","138","04570","010","010","04570010010",1,2,1.1,99,NA,NA,1,"lúa lai",2,2,NA,1,1,"",99,NA,1,3,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8541","15","138","04570","010","002","04570010002",4,2,1,12,2,1,1,"HT1",2,2,NA,2,4,"",99,2,1,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8542","15","138","04570","010","009","04570010009",1,2,1,99,NA,NA,1,"lúa lai",1,1,NA,1,1,"",2,NA,1,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8543","15","138","04570","010","013","04570010013",1,2,1,4,2,1,1,"thiên ưu 8",3,2,NA,2,1,"",99,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8544","15","138","04570","010","005","04570010005",5,2,1,99,NA,NA,1,"ht1",2,2,NA,2,1,"",99,NA,1,2,1,2,2,2,"",5,3,"",NA,2,2,99,99,99,99,3
"8545","15","138","04570","010","006","04570010006",1,2,1,99,NA,NA,1,"thiên ưu 8",3,2,NA,2,1,"",99,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,1,99,99,99,99,3
"8546","15","138","04570","010","001","04570010001",4,2,1,10,2,1,99,"ht1",1,0,2,2,4,"",2,2,1,2,1,2,1,2,"",10,2,"",NA,2,2,99,99,99,99,3
"8547","15","140","04693","013","002","04693013002",1,2,1.2,99,NA,NA,1,"tẻ đỏ",3,3,1,2,5,"nguồn nước tự dẫn về",99,NA,1,2,2,2,1,2,"",NA,3,"",NA,2,1,99,99,99,99,3
"8548","15","140","04693","013","015","04693013015",5,2,1.08,99,NA,NA,1,"838",3,2,NA,1,5,"nuớc suối",2,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8549","15","140","04693","013","009","04693013009",1,2,1,99,NA,NA,1,"tiên ưu 838",3,3,NA,3,5,"suối",99,NA,1,2,2,2,1,2,"",NA,3,"",NA,2,1,99,99,99,99,3
"8550","15","140","04693","013","012","04693013012",99,2,1,4,2,1,1,"hmc2",3,3,NA,2,5,"nước suối",2,NA,0,2,2,2,1,2,"",NA,2,"",NA,2,1,2,2,2,2,3
"8551","15","140","04693","013","007","04693013007",99,2,1,5,2,1,1,"lai 838",3,3,NA,2,5,"nước suối",99,NA,0,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8552","15","140","04693","013","003","04693013003",1,2,1.05,5,2,1.2,1,"thóc tế đỏ",3,3,NA,3,4,"",99,2,2,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8553","15","140","04693","013","014","04693013014",5,2,0.9,99,NA,NA,1,"838",3,2,NA,2,5,"nuớc suối",2,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8554","15","140","04693","013","006","04693013006",1,2,0.72,2,2,0.8,1,"khang dân dẻo",4,4,NA,2,3,"",2,2,1,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8555","15","140","04693","013","004","04693013004",1,2,0.9,1,2,0.9,1,"tẻ đỏ",6,5,NA,2,3,"",2,2,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8556","15","140","04693","013","005","04693013005",1,2,0.9,1,2,1,1,"Nhị Hương",5,3,NA,2,3,"",2,2,2,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8557","15","140","04693","013","008","04693013008",1,2,1,99,NA,NA,2,"tiên ưu 838",3,2,NA,3,5,"suối",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,1,99,2,2,2,3
"8558","15","140","04693","013","001","04693013001",1,2,1.1,3,2,1.11,1,"tẻ đỏ",3,3,NA,3,5,"nguồn tự dẫn nước về",99,NA,1,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8559","15","140","04693","013","013","04693013013",5,2,1.35,99,NA,NA,1,"838",3,2,NA,2,5,"suối",2,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8560","15","141","04765","007","004","04765007004",1,2,1,99,NA,NA,99,"Nhị ưu",2,2,NA,2,3,"",99,2,1,2,2,2,1,2,"",NA,1,"",NA,2,2,99,99,2,99,3
"8561","15","141","04765","007","014","04765007014",5,2,2,30,NA,NA,2,"nhị ưu 838",2,1,NA,1,1,"",99,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8562","15","141","04765","007","005","04765007005",1,2,1,1,2,1,1,"thái bình",2,2,NA,3,5,"tự có",2,NA,0,3,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8563","15","141","04765","007","008","04765007008",5,2,12,20,NA,NA,1,"Lúa thuần c02",4,2,NA,1,1,"",2,NA,0,3,1,2,2,2,"",3,3,"",NA,2,2,99,2,2,2,3
"8564","15","141","04765","007","013","04765007013",1,2,3,2,2,3,1,"thái xuyên",3,3,NA,3,5,"tự có",2,NA,0,3,2,2,1,2,"",NA,1,"",NA,2,2,2,2,2,2,3
"8565","15","141","04765","007","015","04765007015",1,2,1,99,NA,NA,2,"Tiên ưu",2,2,NA,2,3,"",99,2,2,3,2,2,1,2,"",NA,1,"",NA,2,2,99,99,99,99,3
"8566","15","141","04765","007","011","04765007011",5,2,1,5,2,1.2,1,"Thái bình",3,2,NA,3,4,"",2,2,2,2,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8567","15","141","04765","007","006","04765007006",1,2,1.5,25,NA,NA,1,"HG12",3,3,NA,3,4,"",2,2,0,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8568","15","141","04765","007","002","04765007002",5,2,5,18,2,5,1,"838",5,3,NA,2,1,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8569","15","141","04765","007","001","04765007001",1,2,1,99,NA,NA,3,"Thái Bình",3,3,NA,2,3,"",99,2,2,3,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8570","15","141","04765","007","009","04765007009",5,2,1,3,2,1.2,1,"Thái xuyên",3,2,NA,3,4,"",2,2,2,2,2,2,1,2,"",NA,2,"",NA,2,2,2,2,2,2,3
"8571","15","141","04765","007","012","04765007012",5,2,1,5,2,1.2,1,"Thái xuyên",3,2,NA,3,4,"",2,2,2,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8572","15","141","04765","007","007","04765007007",1,2,1,30,NA,NA,1,"Thái xuyên",4,4,NA,3,4,"",2,2,0,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8573","15","141","04765","007","010","04765007010",1,2,7,3,2,7,1,"thái bình",3,3,NA,3,5,"tự có",2,NA,0,3,2,2,1,2,"",NA,2,"",NA,3,2,2,2,2,2,3
"8574","15","141","04765","007","003","04765007003",1,2,1,15,2,1,1,"giống lúa thuần",3,3,NA,3,3,"",2,2,0,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8575","17","152","04951","003","001","04951003001",1,2,2,99,NA,NA,99,"pc225",2,2,NA,2,1,"",99,NA,0,2,1,2,2,2,"",5,2,"",NA,3,2,99,99,99,99,3
"8576","17","152","04951","003","003","04951003003",1,2,2,99,NA,NA,99,"pc225",2,2,NA,2,1,"",99,NA,0,2,1,2,2,2,"",6,2,"",NA,3,1,99,99,99,99,3
"8577","17","152","04951","003","005","04951003005",1,2,2,99,NA,NA,99,"pc225",2,2,NA,1,1,"",99,NA,0,2,1,2,2,2,"",5,2,"",NA,3,1,99,99,99,99,3
"8578","17","152","04951","003","014","04951003014",5,2,2,3,2,2,1,"pc225",2,2,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8579","17","152","04951","003","013","04951003013",5,2,2.2,4,2,2,1,"jr331",2,2,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8580","17","152","04969","003","007","04969003007",5,2,2,2,2,2,1,"bc 225",0,NA,2,0,4,"",2,2,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8581","17","152","04969","003","002","04969003002",5,2,4,2,2,4,1,"pc 225",0,NA,2,2,4,"",2,2,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8582","17","152","04969","003","005","04969003005",5,2,2,2,2,3,1,"bc 225",0,NA,2,0,4,"",2,2,0,3,1,1,1,2,"",1,3,"",NA,2,2,2,2,2,2,3
"8583","17","152","04969","003","004","04969003004",5,2,4,2,2,5,1,"bc 225",0,NA,2,0,4,"",2,2,0,3,2,1,2,2,"",1,3,"",NA,2,2,2,2,2,2,3
"8584","17","152","04969","003","013","04969003013",5,2,4,3,2,4.1,1,"pc225",2,2,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8585","17","152","04969","003","015","04969003015",5,2,4,3,2,3.7,1,"PC225",1,1,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8586","17","152","04969","003","008","04969003008",5,2,2,2,2,3,1,"bc 225",0,NA,2,0,4,"",2,2,0,3,1,1,1,2,"",1,3,"",NA,2,2,2,2,2,2,3
"8587","17","152","04969","003","006","04969003006",5,2,2,2,2,1,1,"bc 235",0,NA,2,0,4,"",2,2,0,3,1,2,2,2,"",1,3,"",NA,2,2,2,2,2,2,3
"8588","17","152","04969","003","009","04969003009",5,2,3,2,2,3,1,"PC 225",0,NA,2,0,4,"",2,2,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8589","17","152","05008","001","002","05008001002",5,2,2,3,2,1.9,1,"pcc225",1,1,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8590","17","152","05008","001","001","05008001001",5,2,2,2,2,2.1,1,"pcc225",2,2,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8591","17","152","05008","001","012","05008001012",99,2,2,99,NA,NA,99,"PC225",2,2,NA,2,4,"",99,2,1,3,1,2,2,2,"",3,2,"",NA,2,1,99,99,99,99,3
"8592","17","152","05008","001","005","05008001005",5,2,2,4,2,1.85,1,"pc225",2,2,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8593","17","152","05008","001","003","05008001003",5,2,2,3,2,2.2,1,"pc225",2,2,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8594","17","152","05041","006","008","05041006008",1,2,4,2,2,3.8,1,"pc225",2,2,NA,2,4,"",2,2,0,3,1,2,1,2,"",5,2,"",NA,2,2,2,2,2,2,3
"8595","17","152","05041","006","015","05041006015",5,2,6,2,2,6,1,"225",0,NA,2,2,4,"",2,2,0,3,1,2,2,2,"",1,3,"",NA,2,2,2,2,2,2,3
"8596","17","152","05041","006","011","05041006011",4,2,1,6,2,8,1,"225",1,1,NA,1,4,"",2,2,1,3,1,2,2,2,"",2,3,"",NA,2,2,2,2,2,2,3
"8597","17","152","05041","006","005","05041006005",5,2,4,3,2,3.9,1,"pc225",1,1,NA,1,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8598","17","152","05041","006","002","05041006002",4,2,2,99,NA,NA,99,"q5",2,2,NA,0,3,"",99,2,0,2,1,2,2,2,"",2,2,"",NA,3,1,99,99,99,99,3
"8599","17","152","05041","006","009","05041006009",5,2,4,3,2,3.8,1,"pc225",1,1,NA,2,2,"",2,NA,0,3,2,2,1,2,"",NA,3,"",NA,2,2,2,2,2,2,3
"8600","17","157","05272","004","011","05272004011",1,4,5,3,4,10,1,"Nhị Ưu 838",2,1,NA,2,1,"",2,NA,4,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8601","17","157","05272","004","015","05272004015",1,4,5,99,NA,NA,1,"Nhị Ưu 838",2,1,NA,2,1,"",2,NA,3,2,2,2,1,2,"",NA,2,"",NA,2,1,99,99,99,99,3
"8602","17","157","05272","004","008","05272004008",5,4,5,2,4,7,1,"Lai nhị ưu 838",1,1,NA,3,1,"",99,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8603","17","157","05272","004","014","05272004014",5,4,5,3,4,7,1,"Lai nhị ưu 838",1,1,NA,3,1,"",99,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8604","17","157","05272","004","010","05272004010",5,4,5,2,4,7,1,"Lai nhị ưu 838",1,1,NA,3,1,"",99,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8605","17","157","05272","004","002","05272004002",5,4,5,3,4,7,1,"lai tạp giao",1,1,NA,3,1,"",99,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8606","17","157","05272","004","012","05272004012",5,4,5,3,4,8,1,"Lai nhị ưu 838",1,1,NA,2,1,"",99,NA,3,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8607","17","157","05272","004","004","05272004004",5,4,4,2,4,6,1,"lai tạp giao",1,1,NA,3,1,"",99,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8608","17","157","05272","004","006","05272004006",5,4,5,3,4,6,1,"lai nhị ưu 838",1,1,NA,3,1,"",99,NA,3,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8609","17","157","05272","004","003","05272004003",1,4,5,99,NA,NA,1,"Nhị Ưu 838",1,1,NA,2,1,"",2,NA,2,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8610","17","157","05272","004","013","05272004013",1,4,5,99,NA,NA,1,"Nhị Ưu 838",2,1,NA,2,1,"",2,NA,4,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8611","17","157","05272","004","009","05272004009",1,4,5,99,NA,NA,1,"Nhị Ưu 838",2,1,NA,2,1,"",2,NA,4,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8612","17","157","05272","004","007","05272004007",1,4,5,2,4,8,1,"Nhị Ưu 838",2,1,NA,2,1,"",2,NA,2,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8613","17","157","05272","004","001","05272004001",1,4,6,99,NA,NA,1,"Nhị Ưu 838",2,1,NA,2,1,"",2,NA,3,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8614","17","157","05272","004","005","05272004005",1,4,5,99,NA,NA,1,"Nhị Ưu 838",1,1,NA,2,1,"",2,NA,4,2,2,2,1,2,"",NA,2,"",NA,2,2,99,99,99,99,3
"8615","17","157","05320","002","006","05320002006",1,4,5,3,4,10,1,"TBR225",2,1,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8616","17","157","05320","002","004","05320002004",5,4,5,3,4,8,1,"Thái Bình",1,1,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8617","17","157","05320","002","013","05320002013",1,4,5,99,NA,NA,1,"TBR225",2,1,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8618","17","157","05320","002","010","05320002010",1,4,5,3,4,10,1,"TBR225",2,1,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8619","17","157","05320","002","005","05320002005",5,4,5,3,4,7,1,"Thái Bình",2,2,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8620","17","157","05320","002","012","05320002012",1,4,5,99,NA,NA,1,"TBR225",2,1,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8621","17","157","05320","002","002","05320002002",5,4,6,2,4,8,1,"Thái Bình",1,1,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8622","17","157","05320","002","007","05320002007",1,4,5,99,NA,NA,1,"BC225",2,1,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8623","17","157","05320","002","003","05320002003",5,4,5,3,4,7,1,"Thái Bình",2,2,NA,2,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8624","17","157","05320","002","008","05320002008",1,4,5,3,4,10,1,"TB225",2,1,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8625","17","157","05320","002","014","05320002014",5,4,6,2,4,10,1,"Thái Bình",2,2,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8626","17","157","05320","002","011","05320002011",1,4,5,99,NA,NA,1,"TBR225",2,1,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8627","17","157","05320","002","009","05320002009",5,4,6,2,4,10,1,"Thái Bình",2,2,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8628","17","157","05320","002","015","05320002015",1,4,5,99,NA,NA,1,"TBR225",2,1,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8629","17","157","05344","001","001","05344001001",1,4,8,99,NA,NA,1,"BC15",2,1,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8630","17","157","05344","001","012","05344001012",5,4,7,3,4,8,1,"BC15",2,1,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8631","17","157","05344","001","009","05344001009",5,4,6,5,4,8,1,"BC15",2,2,NA,2,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8632","17","157","05344","001","008","05344001008",5,4,8,4,4,10,1,"BC15",2,1,NA,3,1,"",99,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8633","17","157","05344","001","014","05344001014",1,4,5,3,4,8,1,"Nhị Ưu 838",2,1,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8634","17","157","05344","001","015","05344001015",1,4,8,99,NA,NA,1,"CR203",2,1,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8635","17","157","05344","001","005","05344001005",1,4,5,4,4,8,1,"Nhị Ưu 838",3,2,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
"8636","17","157","05344","001","002","05344001002",1,4,8,99,NA,NA,1,"BC15",2,1,NA,3,1,"",2,NA,0,2,2,2,1,2,"",NA,3,"",NA,2,2,99,99,99,99,3
